Fecha,Hora,Pronosticada,Minera,Variable,Estacion,OBS-PRO,uuid
01/01/2024,20,7.0,Enami,SO2,Paipote,Pronosticada,cd816cb7-c198-59a0-b9b5-4435b7f6b76f
01/01/2024,21,5.4,Enami,SO2,Paipote,Pronosticada,9a26d853-e6a0-58cf-93ec-fd99449e1e5b
01/01/2024,22,6.3,Enami,SO2,Paipote,Pronosticada,b464e1ba-0d23-5e52-92f6-aea5c57a70f1
01/01/2024,23,2.5,Enami,SO2,Paipote,Pronosticada,36107794-2bb7-5106-867d-177636a5bae6
01/02/2024,0,4.1,Enami,SO2,Paipote,Pronosticada,e713e3b5-88a5-55d3-8042-a6e473fa43aa
01/02/2024,1,5.3,Enami,SO2,Paipote,Pronosticada,26338d38-249f-569a-911e-ee960ba6430b
01/02/2024,2,3.4,Enami,SO2,Paipote,Pronosticada,cb929410-6f6a-5291-bd5a-3c73f2d310f7
01/02/2024,3,4.0,Enami,SO2,Paipote,Pronosticada,0e5967a3-b268-548f-9369-9a11ebd2df6c
01/02/2024,4,2.7,Enami,SO2,Paipote,Pronosticada,8a3f8d6e-4f17-5744-9c70-1dceba79a4d2
01/02/2024,5,13.9,Enami,SO2,Paipote,Pronosticada,b6df6422-43be-5e86-b794-6144ec92b845
01/02/2024,6,68.5,Enami,SO2,Paipote,Pronosticada,3afd9a25-f20d-5231-8b4b-ead787849580
01/02/2024,7,5.2,Enami,SO2,Paipote,Pronosticada,2d42713b-6d63-585a-a2eb-f373da20bfd2
01/02/2024,8,7.9,Enami,SO2,Paipote,Pronosticada,c4f0e788-00fa-577c-9a5d-985b12b3a01e
01/02/2024,9,9.6,Enami,SO2,Paipote,Pronosticada,99134adb-c3dc-5427-9b8e-4b3780939b09
01/02/2024,10,10.6,Enami,SO2,Paipote,Pronosticada,a958978d-0d0f-5de4-aad1-8f6dd781e03c
01/02/2024,11,15.4,Enami,SO2,Paipote,Pronosticada,4a64251a-8cbd-5849-b8d4-019a965c7158
01/02/2024,12,5.1,Enami,SO2,Paipote,Pronosticada,95c4a594-e1fd-57f7-a630-da469001dc61
01/02/2024,13,3.7,Enami,SO2,Paipote,Pronosticada,7c81b4fa-a46b-5ca9-b7fe-89e304503656
01/02/2024,14,3.8,Enami,SO2,Paipote,Pronosticada,0b910372-8174-5353-ae70-b72cf1d3717a
01/02/2024,15,5.1,Enami,SO2,Paipote,Pronosticada,6696bdf6-d80d-51c9-ab6e-9ec8838612a7
01/02/2024,16,3.2,Enami,SO2,Paipote,Pronosticada,1bdf1974-7c75-506b-ade7-fa8207831322
01/02/2024,17,4.8,Enami,SO2,Paipote,Pronosticada,754e6ea2-61c3-512a-8cbb-d3e2e655fe37
01/02/2024,18,5.2,Enami,SO2,Paipote,Pronosticada,6a90aa60-2f0f-5753-89af-e4ef5afbbe1c
01/02/2024,19,3.2,Enami,SO2,Paipote,Pronosticada,079d42c2-086a-56f5-ad85-b5d6657b5bf1
01/02/2024,20,5.1,Enami,SO2,Paipote,Pronosticada,5e717fdb-7fe4-54c6-81da-bf08b5aa1641
01/02/2024,21,3.1,Enami,SO2,Paipote,Pronosticada,a8503a60-5192-5296-a4d7-261e7aecad79
01/02/2024,22,4.5,Enami,SO2,Paipote,Pronosticada,c4612c39-caac-5c91-a45e-548c4a1286a6
01/02/2024,23,8.5,Enami,SO2,Paipote,Pronosticada,1e823c3b-50b4-581f-9868-a3007ee3618d
