Fecha,Hora,Pronosticada,Minera,Variable,Estacion
08/14/2023,23,79.6,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,0,70.4,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,1,66.4,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,2,48.9,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,3,69.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,4,69.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,5,61.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,6,133.6,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,7,202.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,8,162.2,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,9,227.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,10,359.0,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,11,192.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,12,115.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,13,106.4,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,14,96.4,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,15,79.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,16,110.5,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,17,88.8,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,18,85.4,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,19,33.0,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,20,134.0,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,21,102.0,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,22,102.1,Sierra Gorda,MP10,Sierra Gorda
08/15/2023,23,168.3,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,0,91.6,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,1,159.5,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,2,43.1,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,3,46.0,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,4,68.0,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,5,157.1,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,6,102.1,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,7,147.9,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,8,152.5,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,9,275.0,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,10,219.6,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,11,116.1,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,12,107.1,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,13,125.8,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,14,78.6,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,15,68.3,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,16,166.5,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,17,135.8,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,18,85.4,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,19,68.8,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,21,56.9,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,22,92.5,Sierra Gorda,MP10,Sierra Gorda
08/16/2023,23,156.4,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,0,62.0,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,1,72.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,2,48.9,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,3,131.7,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,4,37.2,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,5,31.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,6,88.8,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,7,147.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,8,190.7,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,9,243.8,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,10,211.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,11,130.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,12,74.6,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,13,75.3,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,14,84.2,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,15,66.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,16,166.5,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,17,188.1,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,18,157.0,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,19,33.0,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,21,69.2,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,22,52.9,Sierra Gorda,MP10,Sierra Gorda
08/17/2023,23,123.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,0,127.0,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,1,66.4,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,2,85.8,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,3,48.3,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,4,65.0,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,5,75.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,6,88.8,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,7,330.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,8,210.0,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,9,274.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,10,198.9,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,11,99.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,12,74.6,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,13,75.3,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,14,44.2,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,15,66.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,16,166.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,17,164.0,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,18,44.2,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,19,95.7,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,21,210.5,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,22,72.8,Sierra Gorda,MP10,Sierra Gorda
08/18/2023,23,111.8,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,0,153.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,1,139.6,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,2,30.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,3,57.5,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,4,57.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,5,75.8,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,6,211.7,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,7,177.8,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,8,200.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,9,171.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,10,146.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,11,219.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,12,183.5,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,13,300.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,14,78.6,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,15,94.4,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,16,166.5,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,17,135.8,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,18,70.5,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,19,132.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,21,172.1,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,22,138.0,Sierra Gorda,MP10,Sierra Gorda
08/19/2023,23,68.8,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,0,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,1,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,2,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,3,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,4,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,5,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,6,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,7,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,8,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,9,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,10,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,11,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,12,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,13,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,14,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,15,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,16,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,17,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,18,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,19,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,20,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,21,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,22,,Sierra Gorda,MP10,Sierra Gorda
08/20/2023,23,,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,0,171.6,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,1,89.5,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,2,37.2,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,3,134.2,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,4,89.6,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,5,74.2,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,6,105.8,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,7,272.0,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,8,267.5,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,9,393.5,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,10,357.5,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,11,170.0,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,12,115.5,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,13,121.2,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,14,73.3,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,15,68.3,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,16,124.6,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,17,196.0,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,18,182.8,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,19,73.8,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,21,80.4,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,22,74.5,Sierra Gorda,MP10,Sierra Gorda
08/21/2023,23,68.8,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,0,83.8,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,1,67.8,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,2,51.4,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,3,58.3,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,4,57.0,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,5,66.1,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,6,186.7,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,7,147.5,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,8,210.0,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,9,111.2,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,10,222.5,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,11,192.1,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,12,107.1,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,13,145.5,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,14,84.2,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,15,68.3,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,16,56.5,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,17,144.6,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,18,157.0,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,19,180.4,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,21,189.0,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,22,52.9,Sierra Gorda,MP10,Sierra Gorda
08/22/2023,23,168.3,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,0,102.0,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,1,184.3,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,2,118.8,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,3,131.7,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,4,89.0,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,5,74.2,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,6,172.9,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,7,110.5,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,8,174.5,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,9,228.1,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,10,256.4,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,11,99.5,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,12,120.7,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,13,57.0,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,14,84.2,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,15,94.4,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,16,166.5,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,17,135.8,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,18,88.5,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,19,117.5,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,20,118.3,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,21,70.0,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,22,41.7,Sierra Gorda,MP10,Sierra Gorda
08/23/2023,23,40.7,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,0,70.4,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,1,101.6,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,2,58.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,3,38.3,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,4,46.2,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,5,47.1,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,6,133.0,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,7,138.8,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,8,82.0,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,9,227.0,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,10,107.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,11,130.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,12,80.8,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,13,75.3,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,14,44.2,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,15,62.9,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,16,166.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,17,188.1,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,18,122.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,19,78.9,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,20,97.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,21,165.5,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,22,87.0,Sierra Gorda,MP10,Sierra Gorda
08/24/2023,23,156.4,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,0,97.8,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,1,127.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,2,193.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,3,135.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,4,65.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,5,55.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,6,123.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,7,145.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,8,347.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,9,303.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,10,162.1,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,11,99.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,12,93.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,13,57.0,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,14,54.7,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,15,81.8,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,16,93.8,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,17,83.8,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,18,117.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,19,95.7,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,21,83.4,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,22,147.5,Sierra Gorda,MP10,Sierra Gorda
08/25/2023,23,168.3,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,0,64.6,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,1,127.5,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,2,117.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,3,69.5,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,4,39.1,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,5,231.2,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,6,219.6,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,7,94.2,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,8,287.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,9,105.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,10,193.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,11,255.8,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,12,117.1,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,13,57.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,14,84.2,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,15,68.3,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,16,56.5,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,17,164.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,18,157.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,19,33.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,20,60.4,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,21,117.1,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,22,139.0,Sierra Gorda,MP10,Sierra Gorda
08/26/2023,23,68.8,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,0,105.8,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,1,35.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,2,83.0,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,3,57.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,4,133.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,5,140.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,6,74.4,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,7,222.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,8,174.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,9,171.0,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,10,428.0,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,11,219.0,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,12,165.6,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,13,148.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,14,78.6,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,15,68.3,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,16,57.8,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,17,132.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,18,67.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,19,95.7,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,20,117.9,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,21,150.5,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,22,77.0,Sierra Gorda,MP10,Sierra Gorda
08/27/2023,23,168.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,0,127.0,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,1,102.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,2,61.0,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,3,32.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,4,73.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,5,71.0,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,6,299.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,7,145.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,8,347.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,9,227.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,10,263.2,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,11,133.8,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,12,71.4,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,13,91.0,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,14,72.9,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,15,66.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,16,95.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,17,135.8,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,18,122.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,19,150.0,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,20,249.5,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,21,87.8,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,22,134.0,Sierra Gorda,MP10,Sierra Gorda
08/28/2023,23,289.6,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,0,85.6,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,1,88.3,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,2,52.0,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,3,88.0,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,4,52.2,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,5,80.0,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,6,153.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,7,222.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,8,504.6,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,9,126.0,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,10,260.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,11,130.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,12,80.8,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,13,75.3,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,14,84.2,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,15,136.2,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,16,95.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,17,88.0,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,18,67.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,19,53.8,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,20,173.9,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,21,82.5,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,22,136.7,Sierra Gorda,MP10,Sierra Gorda
08/29/2023,23,69.2,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,0,127.0,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,1,127.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,2,51.4,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,3,59.7,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,4,39.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,5,55.0,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,6,285.0,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,7,84.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,8,152.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,9,492.8,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,10,268.0,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,11,280.0,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,12,190.8,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,13,106.4,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,14,78.6,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,15,86.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,16,56.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,17,144.6,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,18,70.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,19,110.5,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,20,158.4,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,21,246.7,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,22,138.0,Sierra Gorda,MP10,Sierra Gorda
08/30/2023,23,95.4,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,0,102.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,1,46.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,2,51.4,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,3,135.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,4,89.6,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,5,213.3,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,6,63.5,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,7,160.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,8,208.8,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,9,247.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,10,211.5,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,11,100.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,12,93.0,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,13,106.4,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,14,78.6,Sierra Gorda,MP10,Sierra Gorda
08/31/2023,15,94.4,Sierra Gorda,MP10,Sierra Gorda
