"Fecha","Hora","MP10 (Âµg/mÂ³N)"
"01/12/2023","12","78.8"
"01/12/2023","13","64.3"
"01/12/2023","14","42.6"
"01/12/2023","15","26.7"
"01/12/2023","16","48.4"
"01/12/2023","17","126.6"
"01/12/2023","18","100.4"
"01/12/2023","19","52.6"
"01/12/2023","20","40.5"
"01/12/2023","21","43.5"
"01/12/2023","22","21.8"
"01/12/2023","23","16.7"
"02/12/2023","0","45.2"
"02/12/2023","1","60.7"
"02/12/2023","2","60.7"
"02/12/2023","3","216.6"
"02/12/2023","4","128.2"
"02/12/2023","5","156.9"
"02/12/2023","6","129.7"
"02/12/2023","7","278.8"
"02/12/2023","8","159.4"
"02/12/2023","9","239.6"
"02/12/2023","10","102.0"
"02/12/2023","11","44.2"
"02/12/2023","12","101.9"
"02/12/2023","13","53.3"
"02/12/2023","14","21.9"
"02/12/2023","15","30.4"
"02/12/2023","16","35.0"
"02/12/2023","17","128.5"
"02/12/2023","18","131.7"
"02/12/2023","19","87.5"
"02/12/2023","20","77.8"
"02/12/2023","21","45.4"
"02/12/2023","22","44.7"
"02/12/2023","23","30.1"
"03/12/2023","0","31.3"
"03/12/2023","1","39.3"
"03/12/2023","2","39.4"
"03/12/2023","3","89.8"
"03/12/2023","4","86.9"
"03/12/2023","5","117.3"
"03/12/2023","6","114.6"
"03/12/2023","7","104.5"
"03/12/2023","8","162.1"
"03/12/2023","9","322.7"
"03/12/2023","10","93.0"
"03/12/2023","11","42.1"
"03/12/2023","12","60.5"
"03/12/2023","13","98.0"
"03/12/2023","14","59.5"
"03/12/2023","15","41.1"
"03/12/2023","16","50.4"
"03/12/2023","17","113.6"
"03/12/2023","18","57.6"
"03/12/2023","19","62.7"
"03/12/2023","20","44.7"
"03/12/2023","21","37.6"
"03/12/2023","22","31.8"
"03/12/2023","23","35.4"
"04/12/2023","0","54.9"
"04/12/2023","1","58.0"
"04/12/2023","2","58.1"
"04/12/2023","3","96.7"
"04/12/2023","4","138.7"
"04/12/2023","5","307.3"
"04/12/2023","6","53.5"
"04/12/2023","7","220.4"
"04/12/2023","8","222.1"
"04/12/2023","9","232.0"
"04/12/2023","10","180.8"
"04/12/2023","11","75.7"
"04/12/2023","12","109.8"
"04/12/2023","13","42.8"
"04/12/2023","14","30.4"
"04/12/2023","15","21.4"
"04/12/2023","16","22.1"
"04/12/2023","17","193.1"
"04/12/2023","18","69.8"
"04/12/2023","19","67.4"
"04/12/2023","20","37.6"
"04/12/2023","21","40.5"
"04/12/2023","22","27.8"
"04/12/2023","23","30.5"
"05/12/2023","0","34.2"
"05/12/2023","1","154.4"
"05/12/2023","2","154.4"
"05/12/2023","3","327.4"
"05/12/2023","4","345.6"
"05/12/2023","5","496.3"
"05/12/2023","6","330.0"
"05/12/2023","7","264.1"
"05/12/2023","8","395.1"
"05/12/2023","9","332.3"
"05/12/2023","10","256.2"
"05/12/2023","11","100.4"
"05/12/2023","12","58.8"
"05/12/2023","13","40.6"
"05/12/2023","14","24.6"
"05/12/2023","15","233.1"
"05/12/2023","16","11.5"
"05/12/2023","17","74.9"
"05/12/2023","18","204.8"
"05/12/2023","19","90.4"
"05/12/2023","20","49.3"
"05/12/2023","21","31.8"
"05/12/2023","22","23.8"
"05/12/2023","23","44.2"
"06/12/2023","0","111.7"
"06/12/2023","1","166.0"
"06/12/2023","2","166.0"
"06/12/2023","3",""
"06/12/2023","4","492.4"
"06/12/2023","5","250.4"
"06/12/2023","6","214.6"
"06/12/2023","7","786.6"
"06/12/2023","8","218.9"
"06/12/2023","9","273.2"
"06/12/2023","10","193.1"
"06/12/2023","11","36.4"
"06/12/2023","12","54.5"
"06/12/2023","13","92.6"
"06/12/2023","14","62.2"
"06/12/2023","15","75.2"
"06/12/2023","16","92.3"
"06/12/2023","17","117.8"
"06/12/2023","18","120.9"
"06/12/2023","19","64.5"
"06/12/2023","20","26.4"
"06/12/2023","21","18.9"
"06/12/2023","22","19.6"
"06/12/2023","23","20.6"
"07/12/2023","0","171.5"
"07/12/2023","1","576.5"
"07/12/2023","2","576.5"
"07/12/2023","3","458.2"
"07/12/2023","4","700.6"
"07/12/2023","5","481.1"
"07/12/2023","6","632.3"
"07/12/2023","7","535.5"
"07/12/2023","8","288.6"
"07/12/2023","9","355.2"
"07/12/2023","10","145.4"
"07/12/2023","11","108.0"
"07/12/2023","12","96.8"
"07/12/2023","13","75.4"
"07/12/2023","14","54.2"
"07/12/2023","15","48.6"
"07/12/2023","16","42.8"
"07/12/2023","17","184.1"
"07/12/2023","18","60.0"
"07/12/2023","19","64.0"
"07/12/2023","20","85.6"
"07/12/2023","21","65.4"
"07/12/2023","22","34.7"
"07/12/2023","23","22.8"
"08/12/2023","0","84.6"
"08/12/2023","1","81.7"
"08/12/2023","2","81.7"
"08/12/2023","3","367.6"
"08/12/2023","4","316.3"
"08/12/2023","5","312.9"
"08/12/2023","6","158.6"
"08/12/2023","7","543.1"
"08/12/2023","8","616.3"
"08/12/2023","9","395.3"
"08/12/2023","10","92.0"
"08/12/2023","11","95.8"
"08/12/2023","12","83.2"
"08/12/2023","13","53.5"
"08/12/2023","14","72.0"
"08/12/2023","15","60.0"
"08/12/2023","16","39.9"
"08/12/2023","17","129.0"
"08/12/2023","18","52.3"
"08/12/2023","19","50.8"
"08/12/2023","20","61.2"
"08/12/2023","21","16.5"
"08/12/2023","22","10.8"
"08/12/2023","23","31.3"
"09/12/2023","0","276.5"
"09/12/2023","1","218.0"
"09/12/2023","2","218.0"
"09/12/2023","3","521.8"
"09/12/2023","4","476.2"
"09/12/2023","5","329.3"
"09/12/2023","6","229.8"
"09/12/2023","7","223.8"
"09/12/2023","8","299.9"
"09/12/2023","9","147.3"
"09/12/2023","10","87.1"
"09/12/2023","11","77.6"
"09/12/2023","12","91.1"
"09/12/2023","13","129.2"
"09/12/2023","14","74.9"
"09/12/2023","15","47.4"
"09/12/2023","16","35.8"
"09/12/2023","17","85.2"
"09/12/2023","18","119.9"
"09/12/2023","19","85.5"
"09/12/2023","20","47.8"
"09/12/2023","21","41.7"
"09/12/2023","22","29.8"
"09/12/2023","23","118.2"
"10/12/2023","0","118.9"
"10/12/2023","1","91.8"
"10/12/2023","2","91.8"
"10/12/2023","3","133.3"
"10/12/2023","4","430.6"
"10/12/2023","5","341.9"
"10/12/2023","6","126.5"
"10/12/2023","7","226.5"
"10/12/2023","8","232.0"
"10/12/2023","9","252.3"
"10/12/2023","10","133.8"
"10/12/2023","11","114.6"
"10/12/2023","12","69.6"
"10/12/2023","13","56.0"
"10/12/2023","14","38.4"
"10/12/2023","15","19.5"
"10/12/2023","16","19.2"
"10/12/2023","17","232.1"
"10/12/2023","18","177.0"
"10/12/2023","19","39.4"
"10/12/2023","20","40.3"
"10/12/2023","21","37.8"
"10/12/2023","22","29.1"
"10/12/2023","23","254.7"
"11/12/2023","0","224.5"
"11/12/2023","1","378.2"
"11/12/2023","2","378.2"
"11/12/2023","3","191.8"
"11/12/2023","4","344.6"
"11/12/2023","5","351.3"
"11/12/2023","6","360.5"
"11/12/2023","7","173.7"
"11/12/2023","8","183.0"
"11/12/2023","9","189.1"
"11/12/2023","10","89.1"
"11/12/2023","11","55.9"
"11/12/2023","12","43.1"
"11/12/2023","13","39.1"
"11/12/2023","14","34.5"
"11/12/2023","15","36.4"
"11/12/2023","16","62.2"
"11/12/2023","17","201.8"
"11/12/2023","18","50.3"
"11/12/2023","19","47.4"
"11/12/2023","20","45.4"
"11/12/2023","21","47.3"
"11/12/2023","22","25.9"
"11/12/2023","23","24.5"
"12/12/2023","0","25.7"
"12/12/2023","1","56.1"
"12/12/2023","2","56.1"
"12/12/2023","3","271.4"
"12/12/2023","4","418.9"
"12/12/2023","5","290.3"
"12/12/2023","6","465.7"
"12/12/2023","7","636.4"
"12/12/2023","8","256.4"
"12/12/2023","9","307.0"
"12/12/2023","10","123.1"
"12/12/2023","11","102.1"
"12/12/2023","12","83.7"
"12/12/2023","13","87.2"
"12/12/2023","14","59.3"
"12/12/2023","15","37.8"
"12/12/2023","16","24.3"
"12/12/2023","17","107.5"
"12/12/2023","18","111.0"
"12/12/2023","19","66.9"
"12/12/2023","20","68.6"
"12/12/2023","21","64.4"
"12/12/2023","22","25.7"
"12/12/2023","23","19.1"
"13/12/2023","0","106.7"
"13/12/2023","1","922.0"
"13/12/2023","2","922.0"
"13/12/2023","3",""
"13/12/2023","4","713.5"
"13/12/2023","5","308.0"
"13/12/2023","6","302.3"
"13/12/2023","7","303.3"
"13/12/2023","8","200.5"
"13/12/2023","9","98.4"
"13/12/2023","10","129.0"
"13/12/2023","11","91.8"
"13/12/2023","12","150.3"
"13/12/2023","13","73.2"
"13/12/2023","14","36.9"
"13/12/2023","15","26.2"
"13/12/2023","16","74.2"
"13/12/2023","17","99.9"
"13/12/2023","18","36.4"
"13/12/2023","19","59.3"
"13/12/2023","20","55.4"
"13/12/2023","21","27.6"
"13/12/2023","22","24.5"
"13/12/2023","23","37.6"
"14/12/2023","0","65.4"
"14/12/2023","1","115.5"
"14/12/2023","2","115.5"
"14/12/2023","3","134.8"
"14/12/2023","4","92.0"
"14/12/2023","5","201.5"
"14/12/2023","6","132.1"
"14/12/2023","7","224.0"
"14/12/2023","8","225.2"
"14/12/2023","9","182.5"
"14/12/2023","10","76.1"
"14/12/2023","11","75.7"
"14/12/2023","12","72.0"
"14/12/2023","13","45.0"
"14/12/2023","14","42.5"
"14/12/2023","15","27.7"
"14/12/2023","16","23.8"
"14/12/2023","17","17.0"
"14/12/2023","18","96.5"
"14/12/2023","19","93.8"
"14/12/2023","20","45.0"
"14/12/2023","21","44.2"
"14/12/2023","22","35.0"
"14/12/2023","23","25.6"
"15/12/2023","0","33.4"
"15/12/2023","1","43.9"
"15/12/2023","2","43.9"
"15/12/2023","3","139.2"
"15/12/2023","4","121.4"
"15/12/2023","5","196.5"
"15/12/2023","6","233.2"
"15/12/2023","7","164.3"
"15/12/2023","8","190.3"
"15/12/2023","9","172.2"
"15/12/2023","10","97.7"
"15/12/2023","11","49.1"
"15/12/2023","12","68.1"
"15/12/2023","13","80.5"
"15/12/2023","14","58.1"
"15/12/2023","15","47.3"
"15/12/2023","16","43.0"
"15/12/2023","17",""
"15/12/2023","18",""
"15/12/2023","19",""
"15/12/2023","20",""
"15/12/2023","21",""
"15/12/2023","22",""
"15/12/2023","23",""
