Fecha,Hora,Observada,Minera,Variable,Estacion,OBS-PRO,uuid
11/13/2023,6,1.1,Enami,Velocidad del Viento,Paipote,Observada,a6bc38a1-fcfc-59f7-a0a8-1406a5a00a15
11/13/2023,7,1.6,Enami,Velocidad del Viento,Paipote,Observada,09ed97f9-cf40-50bc-abba-2e696355346c
11/13/2023,8,1.8,Enami,Velocidad del Viento,Paipote,Observada,bde3683e-b533-54c1-9078-790d6a01d9d2
11/13/2023,9,2.2,Enami,Velocidad del Viento,Paipote,Observada,2350611c-755d-56fa-9552-63d24076d38f
11/13/2023,10,2.7,Enami,Velocidad del Viento,Paipote,Observada,88778684-751e-59d9-8ccc-16994adf8d9f
11/13/2023,11,3.5,Enami,Velocidad del Viento,Paipote,Observada,160510a2-e8e8-5783-91d9-18a05f0b2eb2
11/13/2023,12,3.7,Enami,Velocidad del Viento,Paipote,Observada,c89e7372-58b3-50d8-b167-58be46963c24
11/13/2023,13,4.0,Enami,Velocidad del Viento,Paipote,Observada,2eb19cf5-fb3c-5bd5-a8a9-7829d020db53
11/13/2023,14,4.6,Enami,Velocidad del Viento,Paipote,Observada,95276dd8-636e-5036-b9ff-23733e02abd5
11/13/2023,15,5.5,Enami,Velocidad del Viento,Paipote,Observada,e20edfc1-e41d-58d0-aa40-862b6f2f202a
11/13/2023,16,5.4,Enami,Velocidad del Viento,Paipote,Observada,23171ced-11c1-5439-b750-8ad6e5565eac
11/13/2023,17,4.8,Enami,Velocidad del Viento,Paipote,Observada,ab18d235-b16c-5859-9d56-416463ed4950
11/13/2023,18,3.9,Enami,Velocidad del Viento,Paipote,Observada,f8fe1ea7-0dcb-5c3c-8641-3e6c4754fb7a
11/13/2023,19,1.8,Enami,Velocidad del Viento,Paipote,Observada,6ee71232-fa87-5170-ad1e-49bd83c702e4
11/13/2023,20,1.2,Enami,Velocidad del Viento,Paipote,Observada,022927da-4243-5597-8d81-66b15c6abf91
11/13/2023,21,1.4,Enami,Velocidad del Viento,Paipote,Observada,4f709559-e97a-5e2b-a761-3d8e2b82e2f4
11/13/2023,22,1.1,Enami,Velocidad del Viento,Paipote,Observada,5fb755e0-afe6-5465-b06d-78c239f4f688
11/13/2023,23,0.6,Enami,Velocidad del Viento,Paipote,Observada,6fedb598-c385-5c98-98f1-9cd788e753f5
11/14/2023,0,0.6,Enami,Velocidad del Viento,Paipote,Observada,487f289f-2ade-5937-8f71-0660c4899a4f
11/14/2023,1,0.8,Enami,Velocidad del Viento,Paipote,Observada,1d4ab1cc-a05c-5e40-a0e2-caa3d160e220
11/14/2023,2,1.0,Enami,Velocidad del Viento,Paipote,Observada,e9bd121d-c0f8-567e-99da-186bcfec439b
11/14/2023,3,1.0,Enami,Velocidad del Viento,Paipote,Observada,cf360f28-c8ae-544a-b082-51b360727a24
11/14/2023,4,1.4,Enami,Velocidad del Viento,Paipote,Observada,37530cca-87dc-579c-b5ce-2d023fa60095
11/14/2023,5,1.6,Enami,Velocidad del Viento,Paipote,Observada,d249983d-c5c4-5d3a-ad8a-05806f5a53e3
11/14/2023,6,1.7,Enami,Velocidad del Viento,Paipote,Observada,a5825832-2484-5456-9a5e-65d1bbcec849
11/14/2023,7,2.2,Enami,Velocidad del Viento,Paipote,Observada,30465a95-cdbc-53fc-b25c-6464be34aa5f
11/14/2023,8,1.9,Enami,Velocidad del Viento,Paipote,Observada,5c305743-80be-5d8e-aef0-4d4d14243bf2
11/14/2023,9,1.9,Enami,Velocidad del Viento,Paipote,Observada,b93d5b5c-896c-5684-b16a-bec972d41fef
11/14/2023,10,3.0,Enami,Velocidad del Viento,Paipote,Observada,c8406231-5c5d-509b-964a-7b1021811fe2
11/14/2023,11,3.6,Enami,Velocidad del Viento,Paipote,Observada,b2765339-5a14-5ff4-8b3e-1da411571e9f
11/14/2023,12,3.6,Enami,Velocidad del Viento,Paipote,Observada,51d1fbd9-8a28-5628-ba1e-629fda0271d0
11/14/2023,13,4.2,Enami,Velocidad del Viento,Paipote,Observada,009e872f-39e8-57f1-987c-a16594f21539
11/14/2023,14,4.8,Enami,Velocidad del Viento,Paipote,Observada,7a01832d-c224-5e9b-87cd-9b60b6cacec8
11/14/2023,15,4.9,Enami,Velocidad del Viento,Paipote,Observada,4100c68f-79cd-59e3-8aee-c9e91652fd8e
11/14/2023,16,5.0,Enami,Velocidad del Viento,Paipote,Observada,48fc0ed6-9e73-5167-8a95-6379ea856416
11/14/2023,17,4.2,Enami,Velocidad del Viento,Paipote,Observada,8152f054-a1c2-5f58-81e9-3cab15d31fad
11/14/2023,18,3.8,Enami,Velocidad del Viento,Paipote,Observada,ea8b5787-62df-53bc-9b8b-a7c5338cd26c
11/14/2023,19,3.0,Enami,Velocidad del Viento,Paipote,Observada,4ea5c133-f6e4-5b7a-8b23-dc2dbebb483e
11/14/2023,20,1.7,Enami,Velocidad del Viento,Paipote,Observada,4f4618f2-ac17-5446-bf1d-6378dcfa1def
11/14/2023,21,1.2,Enami,Velocidad del Viento,Paipote,Observada,baea5b88-c045-5bff-b0c5-9ca2fc82caa5
11/14/2023,22,,Enami,Velocidad del Viento,Paipote,Observada,c4a68d7f-bf85-5d1b-8678-77c22a5c631e
11/14/2023,23,,Enami,Velocidad del Viento,Paipote,Observada,7e1e2a62-acf8-538d-8127-b72b5954b7b8
11/15/2023,0,,Enami,Velocidad del Viento,Paipote,Observada,7da8810e-60f5-531d-bf2e-0a05fc9cd70d
11/15/2023,1,,Enami,Velocidad del Viento,Paipote,Observada,a9fa3d4e-1d74-54b7-b135-34ea735ddbaa
11/15/2023,2,,Enami,Velocidad del Viento,Paipote,Observada,4f8270b9-8691-570f-ac2b-0b48bfe74e59
11/15/2023,3,0.6,Enami,Velocidad del Viento,Paipote,Observada,9a328f29-8924-5f00-ae30-52f1d45a256e
11/15/2023,4,0.7,Enami,Velocidad del Viento,Paipote,Observada,98a3706e-c483-5960-8df9-18d3634fd6ae
11/15/2023,5,0.8,Enami,Velocidad del Viento,Paipote,Observada,f6742ad8-9b12-50f6-973c-33ac9603304b
11/15/2023,6,1.1,Enami,Velocidad del Viento,Paipote,Observada,ac8ace2b-5614-5ff7-be6a-3c806a44ac38
11/15/2023,7,1.3,Enami,Velocidad del Viento,Paipote,Observada,54b8ff59-ba0d-5ae7-841e-ba8e65580777
11/15/2023,8,1.4,Enami,Velocidad del Viento,Paipote,Observada,4fa33886-ffd3-5ca1-b093-1ff223e43d8d
11/15/2023,9,2.0,Enami,Velocidad del Viento,Paipote,Observada,03717f49-ce44-5cef-9d7e-c007f5fdbe5d
11/15/2023,10,2.9,Enami,Velocidad del Viento,Paipote,Observada,c8b7a993-db18-526e-a943-c60a1b9d89ec
11/15/2023,11,3.0,Enami,Velocidad del Viento,Paipote,Observada,3669603b-e5bf-5ce5-84be-e37ba32a9bbb
11/15/2023,12,3.7,Enami,Velocidad del Viento,Paipote,Observada,5d634ffe-edc4-56df-8c09-79b1afda72e2
11/15/2023,13,4.2,Enami,Velocidad del Viento,Paipote,Observada,6cf0f778-174a-57a0-81de-9120a37efbe0
11/15/2023,14,4.2,Enami,Velocidad del Viento,Paipote,Observada,13ad4380-459f-58a8-a318-4604ee47ef16
11/15/2023,15,4.1,Enami,Velocidad del Viento,Paipote,Observada,e4926e6f-5f59-5994-a9c2-a7ef0a86d768
11/15/2023,16,4.5,Enami,Velocidad del Viento,Paipote,Observada,afc39c96-97cb-5b50-aa3f-d87955a97a6c
11/15/2023,17,4.6,Enami,Velocidad del Viento,Paipote,Observada,2a4af60c-cfae-5cdc-ba95-919fced34680
11/15/2023,18,3.6,Enami,Velocidad del Viento,Paipote,Observada,53fdd390-0ab3-5271-8ccf-87bff63a4ad6
11/15/2023,19,2.2,Enami,Velocidad del Viento,Paipote,Observada,23eb67d7-f5d9-5a87-aea2-477d1da07414
11/15/2023,20,1.3,Enami,Velocidad del Viento,Paipote,Observada,1a4a4f6c-5cb6-574f-9a7d-5b9985aac79e
11/15/2023,21,1.4,Enami,Velocidad del Viento,Paipote,Observada,d99f6587-8ea0-56e8-8155-8b171996f5d1
11/15/2023,22,1.4,Enami,Velocidad del Viento,Paipote,Observada,533bbe0a-916c-51b0-893d-c70ea9b6abc2
11/15/2023,23,1.4,Enami,Velocidad del Viento,Paipote,Observada,8037109b-e57d-59fd-b9df-f98c1d3b3257
11/16/2023,0,0.9,Enami,Velocidad del Viento,Paipote,Observada,1ae8b091-6853-51da-a58e-6d375cb2a8ec
11/16/2023,1,0.7,Enami,Velocidad del Viento,Paipote,Observada,3aebb96c-303b-5398-ace8-91683980c0b1
11/16/2023,2,0.4,Enami,Velocidad del Viento,Paipote,Observada,73c47cd4-7aa3-5b76-998a-0cba35931612
11/16/2023,3,0.4,Enami,Velocidad del Viento,Paipote,Observada,f2c18bd8-daf5-50e4-90cc-8b46e24642e7
11/16/2023,4,0.4,Enami,Velocidad del Viento,Paipote,Observada,df544eaa-bf85-545b-be6a-df795cc32762
11/16/2023,5,0.7,Enami,Velocidad del Viento,Paipote,Observada,a802a6b3-79dd-5583-8d39-807d5ea5eb97
11/16/2023,6,1.2,Enami,Velocidad del Viento,Paipote,Observada,661b7d93-ddec-5eba-9ce5-c0fb6b019f4b
11/16/2023,7,1.6,Enami,Velocidad del Viento,Paipote,Observada,8914463b-163b-56d5-b62d-051a8fced70d
11/16/2023,8,1.7,Enami,Velocidad del Viento,Paipote,Observada,b373e9c2-0d46-5178-a271-17e3627a4488
11/16/2023,9,2.2,Enami,Velocidad del Viento,Paipote,Observada,0d185023-0507-5b06-a6ce-352e989699cf
11/16/2023,10,3.0,Enami,Velocidad del Viento,Paipote,Observada,812286ee-1734-5578-b99f-5aeb1bfcabe8
11/16/2023,11,3.6,Enami,Velocidad del Viento,Paipote,Observada,2107a5c8-468a-5940-b737-8acc25be2622
11/16/2023,12,4.2,Enami,Velocidad del Viento,Paipote,Observada,20161c88-f80c-56b6-83cf-5055659b722f
11/16/2023,13,4.3,Enami,Velocidad del Viento,Paipote,Observada,ba53b93f-bb30-5e83-8ab6-64a0ecf92cd5
11/16/2023,14,4.7,Enami,Velocidad del Viento,Paipote,Observada,0555b9c8-14d3-5535-8bbf-228888bfefe6
11/16/2023,15,5.8,Enami,Velocidad del Viento,Paipote,Observada,5964919c-11e1-5684-9177-d18aa36b6bcb
11/16/2023,16,5.3,Enami,Velocidad del Viento,Paipote,Observada,a9e9f1d2-7d4c-570f-bd93-05f8d592eabd
11/16/2023,17,4.8,Enami,Velocidad del Viento,Paipote,Observada,77bc0e63-6145-5554-9a43-c4308af9407e
11/16/2023,18,4.0,Enami,Velocidad del Viento,Paipote,Observada,e1e72fe9-0509-55dc-87ea-4b5435b3121e
11/16/2023,19,2.2,Enami,Velocidad del Viento,Paipote,Observada,b3ce1d8c-4032-5b12-8dec-e37f259f25e0
11/16/2023,20,1.8,Enami,Velocidad del Viento,Paipote,Observada,cc5acb65-d39e-55ed-8ed4-8ca9c4a010c7
11/16/2023,21,1.5,Enami,Velocidad del Viento,Paipote,Observada,9cccdb73-1f73-5d6c-a2fd-f15f74feb040
11/16/2023,22,1.2,Enami,Velocidad del Viento,Paipote,Observada,d212d00e-9375-5203-9d68-987c4d34a0cb
11/16/2023,23,1.7,Enami,Velocidad del Viento,Paipote,Observada,9f211958-28dd-5b7c-8ce5-31a7d0f1582e
11/17/2023,0,0.9,Enami,Velocidad del Viento,Paipote,Observada,a05ea7cf-606f-5e1f-9b7e-6d6c502c2052
11/17/2023,1,0.8,Enami,Velocidad del Viento,Paipote,Observada,b38bd4cd-74f6-529a-9a72-3ecdcbd6a52f
11/17/2023,2,0.7,Enami,Velocidad del Viento,Paipote,Observada,8cce43c5-bfcc-583f-838f-07f186fa0f84
11/17/2023,3,0.6,Enami,Velocidad del Viento,Paipote,Observada,ea579c99-3de5-5bfe-ab04-3ae5ecd67eda
11/17/2023,4,1.5,Enami,Velocidad del Viento,Paipote,Observada,98acbef4-dc63-5793-be59-79a9399720f0
11/17/2023,5,2.0,Enami,Velocidad del Viento,Paipote,Observada,794271ad-5f23-5631-ad30-66aa8693815c
11/17/2023,6,1.9,Enami,Velocidad del Viento,Paipote,Observada,bca38f64-efb8-5c14-9778-31281181799b
11/17/2023,7,1.0,Enami,Velocidad del Viento,Paipote,Observada,a99304fd-5241-5093-bc53-8d48c4232ffb
11/17/2023,8,0.8,Enami,Velocidad del Viento,Paipote,Observada,59253bc1-85f4-5f91-8961-824b7262d293
11/17/2023,9,1.3,Enami,Velocidad del Viento,Paipote,Observada,4001af52-42bf-511d-b837-0a8ceafd90af
11/17/2023,10,2.7,Enami,Velocidad del Viento,Paipote,Observada,704dd05e-ddcc-561f-91ad-621a112fe5b9
11/17/2023,11,3.2,Enami,Velocidad del Viento,Paipote,Observada,43e454db-d69b-5106-a28e-806cbb1e75b9
11/17/2023,12,3.9,Enami,Velocidad del Viento,Paipote,Observada,83ff4eed-d420-51b1-9d2d-4b51c5fd82cd
11/17/2023,13,4.7,Enami,Velocidad del Viento,Paipote,Observada,d3bfa5c4-b839-557d-a923-a3ca5203fa7f
11/17/2023,14,5.0,Enami,Velocidad del Viento,Paipote,Observada,63c1e9fa-09a6-5107-8a41-1223eb46a2dc
11/17/2023,15,4.9,Enami,Velocidad del Viento,Paipote,Observada,9cb8ca1a-1079-5d40-a30b-133f7c84b448
11/17/2023,16,5.4,Enami,Velocidad del Viento,Paipote,Observada,1417d6f3-e28a-5c78-9869-82a2040b3409
11/17/2023,17,4.9,Enami,Velocidad del Viento,Paipote,Observada,5e7c116e-eb80-5d45-b719-aeb8f8802a49
11/17/2023,18,3.3,Enami,Velocidad del Viento,Paipote,Observada,57197c73-30e1-517f-b120-e06a5ce0cd6f
11/17/2023,19,2.2,Enami,Velocidad del Viento,Paipote,Observada,70c49795-61e2-556a-86ab-4d44c4864e67
11/17/2023,20,2.1,Enami,Velocidad del Viento,Paipote,Observada,17e9ed22-8257-5251-9bc4-5f83a6432caf
11/17/2023,21,1.3,Enami,Velocidad del Viento,Paipote,Observada,58537cd3-ba31-5524-9202-1e8331a8d8cc
11/17/2023,22,0.7,Enami,Velocidad del Viento,Paipote,Observada,72dda935-449c-5da5-b97b-412aa4db63fb
11/17/2023,23,1.3,Enami,Velocidad del Viento,Paipote,Observada,eab12813-7bff-5698-ae97-45b629e128a8
11/18/2023,0,1.0,Enami,Velocidad del Viento,Paipote,Observada,355dab91-615f-5c98-8ab1-de9a0cbbf450
11/18/2023,1,0.6,Enami,Velocidad del Viento,Paipote,Observada,a0add4a0-386e-5a5b-88a5-06fe5a4e1135
11/18/2023,2,0.5,Enami,Velocidad del Viento,Paipote,Observada,d032fb88-78dc-5f95-93f8-98e2474e5365
11/18/2023,3,1.1,Enami,Velocidad del Viento,Paipote,Observada,51d3636c-66ee-52ad-8576-10d4c5094733
11/18/2023,4,1.7,Enami,Velocidad del Viento,Paipote,Observada,51bbdc07-31bf-5727-ab64-1b0000ad3c58
11/18/2023,5,2.7,Enami,Velocidad del Viento,Paipote,Observada,f12a91fa-7caf-57ff-b688-998ad01d27db
11/18/2023,6,1.4,Enami,Velocidad del Viento,Paipote,Observada,cda33471-3779-50a7-80be-5f22e2bf0af6
11/18/2023,7,1.7,Enami,Velocidad del Viento,Paipote,Observada,8866d11a-c890-5803-9a0b-8c0edf10c526
11/18/2023,8,1.4,Enami,Velocidad del Viento,Paipote,Observada,22afa782-d631-5948-83ee-110b8d9a28ef
11/18/2023,9,2.6,Enami,Velocidad del Viento,Paipote,Observada,28225a04-cbda-5273-b477-a5ea8dc3eb11
11/18/2023,10,3.2,Enami,Velocidad del Viento,Paipote,Observada,56b6a45a-74f8-520e-acb2-a39fbc8293d5
11/18/2023,11,3.3,Enami,Velocidad del Viento,Paipote,Observada,b733c090-8b1c-5fab-a03a-3ca9fd145e2f
11/18/2023,12,4.0,Enami,Velocidad del Viento,Paipote,Observada,c4afeaf8-2a8d-544c-8385-2f8956239f27
11/18/2023,13,4.8,Enami,Velocidad del Viento,Paipote,Observada,6e8d063a-67f6-53b2-b9ba-b27350e49e97
11/18/2023,14,4.1,Enami,Velocidad del Viento,Paipote,Observada,4af8928e-e70a-5361-a6bd-4e4d8b337c61
11/18/2023,15,4.2,Enami,Velocidad del Viento,Paipote,Observada,9fdac338-28b1-52e0-bd21-581301d6cbe5
11/18/2023,16,5.3,Enami,Velocidad del Viento,Paipote,Observada,e7ea7242-bf9d-5015-a476-9d673946a698
11/18/2023,17,4.4,Enami,Velocidad del Viento,Paipote,Observada,d73dbde6-7cba-549e-8e12-48e3a3adbec9
11/18/2023,18,3.8,Enami,Velocidad del Viento,Paipote,Observada,b08a51e8-12ba-5a15-be52-e742599b9cf8
11/18/2023,19,2.0,Enami,Velocidad del Viento,Paipote,Observada,1ff34050-bf32-554d-873d-766cbe5ee5db
11/18/2023,20,1.7,Enami,Velocidad del Viento,Paipote,Observada,8ec03402-f317-5aa4-9734-4a4b73619b87
11/18/2023,21,1.1,Enami,Velocidad del Viento,Paipote,Observada,86deba45-26e9-544e-bbc2-b0267d8e1cf4
11/18/2023,22,1.3,Enami,Velocidad del Viento,Paipote,Observada,a3b91ad2-e0ba-555b-8924-660b2affb777
11/18/2023,23,1.1,Enami,Velocidad del Viento,Paipote,Observada,cc990d5a-aa07-5357-8d06-b373fae55b37
11/19/2023,0,1.4,Enami,Velocidad del Viento,Paipote,Observada,783daad9-5e9c-5e42-b80e-a36741ef53ac
11/19/2023,1,1.3,Enami,Velocidad del Viento,Paipote,Observada,2d907c1f-03aa-593e-8fe8-53bd3d63ef3d
11/19/2023,2,0.9,Enami,Velocidad del Viento,Paipote,Observada,830071d5-939d-5787-8f61-390d1b5db48c
11/19/2023,3,0.5,Enami,Velocidad del Viento,Paipote,Observada,ef4ea3e9-87bb-5c0a-948a-301ebbcdce9e
11/19/2023,4,0.7,Enami,Velocidad del Viento,Paipote,Observada,325f59fe-bf19-59d2-9faf-2ef8020627e7
11/19/2023,5,1.0,Enami,Velocidad del Viento,Paipote,Observada,abb55df4-bee8-57a4-be81-8dc4c4520c9c
11/19/2023,6,0.8,Enami,Velocidad del Viento,Paipote,Observada,8556db47-98a7-5e8c-a872-cec21b9d7508
11/19/2023,7,2.0,Enami,Velocidad del Viento,Paipote,Observada,68577e2e-bf49-52ae-846f-4b092c4bb001
11/19/2023,8,3.1,Enami,Velocidad del Viento,Paipote,Observada,2057e301-073a-5875-9914-1fa2c5c2ab78
11/19/2023,9,3.8,Enami,Velocidad del Viento,Paipote,Observada,3891391a-f2f4-5d72-84e7-9234691da415
11/19/2023,10,3.8,Enami,Velocidad del Viento,Paipote,Observada,f1df6385-6e62-5c12-b706-cf8e1ca3befe
11/19/2023,11,4.4,Enami,Velocidad del Viento,Paipote,Observada,a213e196-6d64-5c9a-9c55-13571dde4f29
11/19/2023,12,4.3,Enami,Velocidad del Viento,Paipote,Observada,0bb1e9d0-b298-5c8d-a020-c35e785fb3a6
11/19/2023,13,3.9,Enami,Velocidad del Viento,Paipote,Observada,d46911fc-0e57-553a-b854-8e1edfe3293c
11/19/2023,14,4.6,Enami,Velocidad del Viento,Paipote,Observada,526dd42d-8a5d-5376-835e-0f17f8350d17
11/19/2023,15,4.6,Enami,Velocidad del Viento,Paipote,Observada,858c301e-ab08-5450-ac84-01b01d623612
11/19/2023,16,4.7,Enami,Velocidad del Viento,Paipote,Observada,a8303240-98b4-5307-b791-e1aefac87e3f
11/19/2023,17,5.2,Enami,Velocidad del Viento,Paipote,Observada,002984df-90c5-5514-a53c-88a2230d5dab
11/19/2023,18,4.3,Enami,Velocidad del Viento,Paipote,Observada,24579689-0e40-5310-a74e-58b591fab4b1
11/19/2023,19,2.1,Enami,Velocidad del Viento,Paipote,Observada,3e4faaeb-5bfc-5272-aae3-792411b1b001
11/19/2023,20,1.5,Enami,Velocidad del Viento,Paipote,Observada,0edeefc8-3e3e-5588-b999-7b44988f9624
11/19/2023,21,1.7,Enami,Velocidad del Viento,Paipote,Observada,b276d88b-6147-5a5e-b297-50049e53b772
11/19/2023,22,1.2,Enami,Velocidad del Viento,Paipote,Observada,8eb74cbe-05f6-531e-8183-4e7f32f1f6ee
11/19/2023,23,0.8,Enami,Velocidad del Viento,Paipote,Observada,9bc0c42c-382e-5a39-a5a2-ab38783c832b
11/20/2023,0,0.7,Enami,Velocidad del Viento,Paipote,Observada,ab026e87-4d76-5b12-8698-d71562fad0fc
11/20/2023,1,0.6,Enami,Velocidad del Viento,Paipote,Observada,879103be-f421-55bd-a716-07d3bc6641e6
11/20/2023,2,1.1,Enami,Velocidad del Viento,Paipote,Observada,1fcc5e75-9d12-54f5-87ea-9a33526822bb
11/20/2023,3,2.3,Enami,Velocidad del Viento,Paipote,Observada,6a575a70-4f4c-5adc-8d7e-f233d3682b13
11/20/2023,4,1.2,Enami,Velocidad del Viento,Paipote,Observada,e81ca5e5-792d-504b-ba5a-0ea58c755f0c
11/20/2023,5,1.5,Enami,Velocidad del Viento,Paipote,Observada,59ba6f93-30fa-574f-a754-8ba799ea394f
11/20/2023,6,1.2,Enami,Velocidad del Viento,Paipote,Observada,e143b7cc-8bc0-592b-bccb-3cf0a93ee497
11/20/2023,7,1.3,Enami,Velocidad del Viento,Paipote,Observada,524609cc-2f03-5030-8efb-2a335af5b3a4
11/20/2023,8,1.1,Enami,Velocidad del Viento,Paipote,Observada,26b54528-99e0-577b-8b8c-7fb17efb9f57
11/20/2023,9,1.6,Enami,Velocidad del Viento,Paipote,Observada,0657e2ce-9314-58d0-ba0b-76e1c937eb54
11/20/2023,10,2.9,Enami,Velocidad del Viento,Paipote,Observada,65975b8d-3f9c-5b82-813b-d63e5969f0de
11/20/2023,11,3.7,Enami,Velocidad del Viento,Paipote,Observada,a3ebdabf-e5c1-548c-bd1d-bb9bc7229a1a
11/20/2023,12,4.7,Enami,Velocidad del Viento,Paipote,Observada,9edad707-a725-5672-b280-04d5bfc3d895
11/20/2023,13,5.6,Enami,Velocidad del Viento,Paipote,Observada,fef52769-1b5f-57d1-91b3-00a3d99cc544
11/20/2023,14,5.6,Enami,Velocidad del Viento,Paipote,Observada,1cb7dcb4-aa9d-5bf9-8992-a0f7c51131ee
11/20/2023,15,4.9,Enami,Velocidad del Viento,Paipote,Observada,40654d5d-2e5e-5309-8046-76cb34d7d3e0
11/20/2023,16,4.8,Enami,Velocidad del Viento,Paipote,Observada,cb34233a-3270-5369-b45e-2c1e3c04e24d
11/20/2023,17,4.1,Enami,Velocidad del Viento,Paipote,Observada,82f05ab1-11a2-5f87-937d-4f4c28cd26d4
11/20/2023,18,3.9,Enami,Velocidad del Viento,Paipote,Observada,f8f83856-8d22-5f4b-9f5b-be5d032d1be4
11/20/2023,19,3.4,Enami,Velocidad del Viento,Paipote,Observada,40c859d3-8ad0-5bb2-8ac7-16eabdc4f828
11/20/2023,20,1.6,Enami,Velocidad del Viento,Paipote,Observada,4cc3f2d3-abd3-5ed8-817b-f719d0973b64
11/20/2023,21,1.6,Enami,Velocidad del Viento,Paipote,Observada,719ded1e-84ff-5dcd-be37-3e5ce42b0d16
11/20/2023,22,1.3,Enami,Velocidad del Viento,Paipote,Observada,644d419e-1ed7-5953-bc9b-e1329bec1651
11/20/2023,23,0.8,Enami,Velocidad del Viento,Paipote,Observada,a44c8625-de59-5f53-af44-33fd37f27306
11/21/2023,0,0.9,Enami,Velocidad del Viento,Paipote,Observada,77efd9c9-6883-5e06-a485-97612ad8eabd
11/21/2023,1,1.0,Enami,Velocidad del Viento,Paipote,Observada,9b17be4a-6929-57b3-8b4f-01bf74177d27
11/21/2023,2,0.8,Enami,Velocidad del Viento,Paipote,Observada,23f563c2-84a1-55ee-b7b8-84792f947ff7
11/21/2023,3,0.8,Enami,Velocidad del Viento,Paipote,Observada,185a45da-6ca2-565b-875e-85ad378e9973
11/21/2023,4,0.8,Enami,Velocidad del Viento,Paipote,Observada,7116f0de-1951-5a70-9093-3f2adfc41638
11/21/2023,5,0.9,Enami,Velocidad del Viento,Paipote,Observada,7af89e53-8bfb-5de5-9780-f344abc72d11
11/21/2023,6,1.2,Enami,Velocidad del Viento,Paipote,Observada,fda97662-cf08-5def-8bf7-e0fa1052d3e4
11/21/2023,7,2.0,Enami,Velocidad del Viento,Paipote,Observada,e99a0ff7-94cc-5721-bfe4-0109f635f018
11/21/2023,8,2.4,Enami,Velocidad del Viento,Paipote,Observada,ad8bc270-55d7-54df-a2e3-c4aa03aed08f
11/21/2023,9,1.9,Enami,Velocidad del Viento,Paipote,Observada,e034c575-a5bf-578d-99fc-dc1f4e3c9065
11/21/2023,10,3.0,Enami,Velocidad del Viento,Paipote,Observada,4ba9bcdf-2190-5d58-863f-c3892689518f
11/21/2023,11,4.0,Enami,Velocidad del Viento,Paipote,Observada,6d219e45-7505-5128-b0b8-2c983c3eb026
11/21/2023,12,4.2,Enami,Velocidad del Viento,Paipote,Observada,42678feb-b2f2-577b-ac37-a071752195f4
11/21/2023,13,4.0,Enami,Velocidad del Viento,Paipote,Observada,151b8262-2aa4-5617-b40b-fbd5564d3f8f
11/21/2023,14,4.3,Enami,Velocidad del Viento,Paipote,Observada,c987f186-401c-5cd5-84c2-b0df48f0e315
11/21/2023,15,4.1,Enami,Velocidad del Viento,Paipote,Observada,09273400-a706-524e-9294-5b64372e7847
11/21/2023,16,4.2,Enami,Velocidad del Viento,Paipote,Observada,07a0787c-9e6d-535b-9411-37781b4f7b75
11/21/2023,17,4.4,Enami,Velocidad del Viento,Paipote,Observada,0677d11b-e297-5a22-96e0-d510b0f864b7
11/21/2023,18,4.3,Enami,Velocidad del Viento,Paipote,Observada,e1067f41-7fcb-557a-86f2-c585d2fa625c
11/21/2023,19,2.8,Enami,Velocidad del Viento,Paipote,Observada,0e615f07-306e-59c0-a1ef-4223f0e77eba
11/21/2023,20,1.6,Enami,Velocidad del Viento,Paipote,Observada,9f6a0b99-9105-54c4-be3f-0158ef792d84
11/21/2023,21,1.2,Enami,Velocidad del Viento,Paipote,Observada,71ca5ff3-1a33-5c14-9bee-9a3ed6acb94e
11/21/2023,22,1.3,Enami,Velocidad del Viento,Paipote,Observada,6593aaf3-b77f-5fa2-b4e4-c943eabcaa53
11/21/2023,23,0.9,Enami,Velocidad del Viento,Paipote,Observada,293caa1f-5b2d-5729-9536-2f91669644ce
11/22/2023,0,0.7,Enami,Velocidad del Viento,Paipote,Observada,0f62a29b-864e-53c2-8ed7-0f1cc59f6f05
11/22/2023,1,1.2,Enami,Velocidad del Viento,Paipote,Observada,34e9ccb3-824f-5f53-95a6-ac927455e651
11/22/2023,2,0.9,Enami,Velocidad del Viento,Paipote,Observada,285b4123-55e3-50ef-b2d1-e64b83877b6d
11/22/2023,3,1.6,Enami,Velocidad del Viento,Paipote,Observada,501082f5-0cae-5b8b-bc14-0ffccfe4dd44
11/22/2023,4,2.0,Enami,Velocidad del Viento,Paipote,Observada,6818318e-7804-56f9-87f2-5b855bffa7e9
11/22/2023,5,1.2,Enami,Velocidad del Viento,Paipote,Observada,f3399076-ffc8-56dd-b64d-5a84788fa162
11/22/2023,6,0.8,Enami,Velocidad del Viento,Paipote,Observada,049d528c-b44c-55c7-8ff8-68623f906002
11/22/2023,7,1.1,Enami,Velocidad del Viento,Paipote,Observada,0b9d5609-0b08-5753-84e1-800a2609a1c2
11/22/2023,8,1.0,Enami,Velocidad del Viento,Paipote,Observada,13d56222-3bfd-5202-8f52-cd1a5f7a4164
11/22/2023,9,1.3,Enami,Velocidad del Viento,Paipote,Observada,84f8a212-9ebc-58bf-95ee-2ba23bcd9d3d
11/22/2023,10,1.8,Enami,Velocidad del Viento,Paipote,Observada,65da21c6-d5a1-520e-b868-e3f80061b259
