"Fecha","Hora","MP10 (µg/m³N)"
"26/11/2023","3","139.8"
"26/11/2023","4","72.8"
"26/11/2023","5","156.8"
"26/11/2023","6","374.6"
"26/11/2023","7","229.8"
"26/11/2023","8","358.9"
"26/11/2023","9","92.4"
"26/11/2023","10","191.6"
"26/11/2023","11","60.7"
"26/11/2023","12","30.2"
"26/11/2023","13","29.8"
"26/11/2023","14","103.5"
"26/11/2023","15","266.1"
"26/11/2023","16","110.0"
"26/11/2023","17","59.0"
"26/11/2023","18","242.4"
"26/11/2023","19","25.4"
"26/11/2023","20","20.7"
"26/11/2023","21","111.2"
"26/11/2023","22","58.4"
"26/11/2023","23","44.8"
"27/11/2023","0","98.5"
"27/11/2023","1","167.3"
"27/11/2023","2","91.2"
"27/11/2023","3","93.6"
"27/11/2023","4","154.6"
"27/11/2023","5","123.6"
"27/11/2023","6","374.6"
"27/11/2023","7","594.1"
"27/11/2023","8","200.3"
"27/11/2023","9","149.8"
"27/11/2023","10","69.4"
"27/11/2023","11","49.8"
"27/11/2023","12","51.4"
"27/11/2023","13","57.0"
"27/11/2023","14","290.6"
"27/11/2023","15","266.1"
"27/11/2023","16","365.5"
"27/11/2023","17","59.0"
"27/11/2023","18","100.7"
"27/11/2023","19","12.5"
"27/11/2023","20","39.0"
"27/11/2023","21","26.2"
"27/11/2023","22","20.8"
"27/11/2023","23","33.9"
"28/11/2023","0","98.5"
"28/11/2023","1","255.0"
"28/11/2023","2","229.1"
"28/11/2023","3","139.8"
"28/11/2023","4","142.0"
"28/11/2023","5","160.2"
"28/11/2023","6","374.6"
"28/11/2023","7","594.1"
"28/11/2023","8","358.9"
"28/11/2023","9","333.3"
"28/11/2023","10","191.6"
"28/11/2023","11","60.7"
"28/11/2023","12","30.2"
"28/11/2023","13","42.8"
"28/11/2023","14","89.8"
"28/11/2023","15","266.1"
"28/11/2023","16","365.5"
"28/11/2023","17","59.0"
"28/11/2023","18","242.4"
"28/11/2023","19","12.5"
"28/11/2023","20","39.0"
"28/11/2023","21","26.2"
"28/11/2023","22","46.6"
"28/11/2023","23","80.2"
"29/11/2023","0","98.5"
"29/11/2023","1","167.3"
"29/11/2023","2","196.9"
"29/11/2023","3","133.8"
"29/11/2023","4","142.0"
"29/11/2023","5","123.6"
"29/11/2023","6","374.6"
"29/11/2023","7","274.2"
"29/11/2023","8","335.0"
"29/11/2023","9","92.4"
"29/11/2023","10","191.6"
"29/11/2023","11","60.7"
"29/11/2023","12","30.2"
"29/11/2023","13","42.8"
"29/11/2023","14","82.3"
"29/11/2023","15","266.1"
"29/11/2023","16","425.5"
"29/11/2023","17","59.0"
"29/11/2023","18","242.4"
"29/11/2023","19","25.4"
"29/11/2023","20","20.7"
"29/11/2023","21","55.2"
"29/11/2023","22","28.5"
"29/11/2023","23","398.2"
"30/11/2023","0","128.1"
"30/11/2023","1","314.2"
"30/11/2023","2","229.1"
"30/11/2023","3","133.8"
"30/11/2023","4","142.0"
"30/11/2023","5","156.8"
"30/11/2023","6","374.6"
"30/11/2023","7","594.1"
"30/11/2023","8","335.0"
"30/11/2023","9","92.4"
"30/11/2023","10","191.6"
"30/11/2023","11","60.7"
"30/11/2023","12","30.2"
"30/11/2023","13","35.0"
"30/11/2023","14","89.8"
"30/11/2023","15","266.1"
"30/11/2023","16","110.0"
"30/11/2023","17","59.0"
"30/11/2023","18","242.4"
"30/11/2023","19","25.4"
"30/11/2023","20","21.8"
"30/11/2023","21","165.5"
"30/11/2023","22","28.5"
"30/11/2023","23","33.9"
"01/12/2023","0","134.2"
"01/12/2023","1","167.3"
"01/12/2023","2","196.9"
"01/12/2023","3","348.4"
"01/12/2023","4","80.0"
"01/12/2023","5","70.9"
"01/12/2023","6","150.6"
"01/12/2023","7","229.8"
"01/12/2023","8","197.7"
"01/12/2023","9","333.3"
"01/12/2023","10","191.6"
