"Fecha","Hora","MP10 (µg/m³N)"
"01/12/2023","11","42.9"
"01/12/2023","12","30.2"
"01/12/2023","13","27.2"
"01/12/2023","14","82.3"
"01/12/2023","15","266.1"
"01/12/2023","16","365.5"
"01/12/2023","17","59.0"
"01/12/2023","18","242.4"
"01/12/2023","19","19.4"
"01/12/2023","20","39.0"
"01/12/2023","21","26.2"
"01/12/2023","22","46.6"
"01/12/2023","23","33.9"
"02/12/2023","0","98.5"
"02/12/2023","1","459.7"
"02/12/2023","2","229.1"
"02/12/2023","3","193.8"
"02/12/2023","4","228.0"
"02/12/2023","5","160.2"
"02/12/2023","6","374.6"
"02/12/2023","7","594.1"
"02/12/2023","8","153.8"
"02/12/2023","9","92.4"
"02/12/2023","10","191.6"
"02/12/2023","11","60.7"
"02/12/2023","12","30.2"
"02/12/2023","13","57.0"
"02/12/2023","14","82.3"
"02/12/2023","15","266.1"
"02/12/2023","16","110.0"
"02/12/2023","17","59.0"
"02/12/2023","18","242.4"
"02/12/2023","19","25.4"
"02/12/2023","20","20.7"
"02/12/2023","21","65.2"
"02/12/2023","22","58.4"
"02/12/2023","23","87.7"
"03/12/2023","0","98.5"
"03/12/2023","1","459.7"
"03/12/2023","2","142.7"
"03/12/2023","3","348.4"
"03/12/2023","4","142.0"
"03/12/2023","5","70.9"
"03/12/2023","6","510.3"
"03/12/2023","7","594.1"
"03/12/2023","8","431.0"
"03/12/2023","9","333.3"
"03/12/2023","10","191.6"
"03/12/2023","11","103.2"
"03/12/2023","12","53.9"
"03/12/2023","13","29.8"
"03/12/2023","14","49.3"
"03/12/2023","15","266.1"
"03/12/2023","16","110.0"
"03/12/2023","17","59.0"
"03/12/2023","18","242.4"
"03/12/2023","19","25.4"
"03/12/2023","20","147.4"
"03/12/2023","21","165.5"
"03/12/2023","22","88.6"
"03/12/2023","23","73.0"
"04/12/2023","0","98.5"
"04/12/2023","1","459.7"
"04/12/2023","2","303.6"
"04/12/2023","3","161.8"
"04/12/2023","4","382.6"
"04/12/2023","5","160.2"
"04/12/2023","6","374.6"
"04/12/2023","7","594.1"
"04/12/2023","8","228.9"
"04/12/2023","9","333.3"
"04/12/2023","10","191.6"
"04/12/2023","11","60.7"
"04/12/2023","12","30.2"
"04/12/2023","13","57.0"
"04/12/2023","14","103.5"
"04/12/2023","15","266.1"
"04/12/2023","16","365.5"
"04/12/2023","17","59.0"
"04/12/2023","18","242.4"
"04/12/2023","19","25.4"
"04/12/2023","20","20.7"
"04/12/2023","21","65.2"
"04/12/2023","22","58.4"
"04/12/2023","23","220.6"
"05/12/2023","0","98.5"
"05/12/2023","1","167.3"
"05/12/2023","2","91.2"
"05/12/2023","3","348.4"
"05/12/2023","4","312.5"
"05/12/2023","5","70.9"
"05/12/2023","6","198.8"
"05/12/2023","7","594.1"
"05/12/2023","8","225.2"
"05/12/2023","9","149.8"
"05/12/2023","10","84.3"
"05/12/2023","11","60.7"
"05/12/2023","12","60.2"
"05/12/2023","13","28.0"
"05/12/2023","14","82.3"
"05/12/2023","15","266.1"
"05/12/2023","16","425.5"
"05/12/2023","17","59.0"
"05/12/2023","18","242.4"
"05/12/2023","19","12.5"
"05/12/2023","20","39.0"
"05/12/2023","21","65.2"
"05/12/2023","22","46.6"
"05/12/2023","23","80.2"
"06/12/2023","0","178.6"
"06/12/2023","1","140.4"
"06/12/2023","2","513.0"
"06/12/2023","3","260.4"
"06/12/2023","4","445.4"
"06/12/2023","5","297.5"
"06/12/2023","6","510.3"
"06/12/2023","7","594.1"
"06/12/2023","8","431.0"
"06/12/2023","9","337.3"
"06/12/2023","10","191.6"
"06/12/2023","11","60.7"
"06/12/2023","12","53.9"
"06/12/2023","13","40.4"
"06/12/2023","14","49.3"
"06/12/2023","15","266.1"
"06/12/2023","16","395.2"
"06/12/2023","17","59.0"
"06/12/2023","18","242.4"
"06/12/2023","19","25.4"
"06/12/2023","20","147.4"
"06/12/2023","21","165.5"
"06/12/2023","22","58.4"
"06/12/2023","23","398.2"
"07/12/2023","0","178.6"
"07/12/2023","1","314.2"
"07/12/2023","2","229.1"
"07/12/2023","3","97.5"
"07/12/2023","4","144.7"
"07/12/2023","5","212.9"
"07/12/2023","6","592.0"
"07/12/2023","7","594.1"
"07/12/2023","8","286.9"
"07/12/2023","9","337.3"
"07/12/2023","10","191.6"
"07/12/2023","11","103.2"
"07/12/2023","12","38.4"
"07/12/2023","13","42.8"
"07/12/2023","14","57.7"
"07/12/2023","15","266.1"
"07/12/2023","16","365.5"
"07/12/2023","17","59.0"
"07/12/2023","18","242.4"
"07/12/2023","19","25.4"
"07/12/2023","20","39.0"
"07/12/2023","21","26.2"
"07/12/2023","22","28.5"
"07/12/2023","23","398.2"
"08/12/2023","0","357.8"
"08/12/2023","1","314.2"
"08/12/2023","2","191.8"
"08/12/2023","3","104.2"
"08/12/2023","4","227.4"
"08/12/2023","5","160.2"
"08/12/2023","6","374.6"
"08/12/2023","7","274.2"
"08/12/2023","8","228.9"
"08/12/2023","9","333.3"
"08/12/2023","10","191.6"
"08/12/2023","11","60.7"
"08/12/2023","12","30.2"
"08/12/2023","13","49.0"
"08/12/2023","14","103.5"
"08/12/2023","15","266.1"
"08/12/2023","16","110.0"
"08/12/2023","17","59.0"
"08/12/2023","18","242.4"
"08/12/2023","19","28.4"
"08/12/2023","20","39.0"
"08/12/2023","21","42.6"
"08/12/2023","22","46.6"
"08/12/2023","23","33.9"
"09/12/2023","0","98.5"
"09/12/2023","1","255.0"
"09/12/2023","2","229.1"
"09/12/2023","3","69.8"
"09/12/2023","4","346.0"
"09/12/2023","5","152.4"
"09/12/2023","6","374.6"
"09/12/2023","7","345.4"
"09/12/2023","8","431.0"
"09/12/2023","9","333.3"
"09/12/2023","10","191.6"
"09/12/2023","11","60.7"
"09/12/2023","12","46.0"
"09/12/2023","13","49.0"
"09/12/2023","14","89.8"
"09/12/2023","15","266.1"
"09/12/2023","16","365.5"
"09/12/2023","17","59.0"
"09/12/2023","18","100.7"
"09/12/2023","19","19.4"
"09/12/2023","20","21.8"
"09/12/2023","21","49.5"
"09/12/2023","22","186.6"
"09/12/2023","23","33.9"
"10/12/2023","0","80.0"
"10/12/2023","1","158.5"
"10/12/2023","2","369.6"
"10/12/2023","3","193.8"
"10/12/2023","4","142.0"
"10/12/2023","5","123.6"
"10/12/2023","6","374.6"
"10/12/2023","7","594.1"
"10/12/2023","8","335.0"
"10/12/2023","9","92.4"
"10/12/2023","10","191.6"
"10/12/2023","11","60.7"
"10/12/2023","12","46.0"
"10/12/2023","13","29.8"
"10/12/2023","14","103.5"
"10/12/2023","15","266.1"
"10/12/2023","16","365.5"
"10/12/2023","17","59.0"
"10/12/2023","18","242.4"
"10/12/2023","19","19.4"
"10/12/2023","20","54.8"
"10/12/2023","21","26.2"
"10/12/2023","22","58.4"
"10/12/2023","23","95.9"
"11/12/2023","0","98.5"
"11/12/2023","1","158.1"
"11/12/2023","2","142.7"
"11/12/2023","3","161.8"
"11/12/2023","4","142.0"
"11/12/2023","5","160.2"
"11/12/2023","6","374.6"
"11/12/2023","7","229.8"
"11/12/2023","8","153.8"
"11/12/2023","9","92.4"
"11/12/2023","10","191.6"
"11/12/2023","11","60.7"
"11/12/2023","12","46.0"
"11/12/2023","13","29.8"
"11/12/2023","14","103.5"
"11/12/2023","15","266.1"
"11/12/2023","16","365.5"
"11/12/2023","17","59.0"
"11/12/2023","18","242.4"
"11/12/2023","19","25.4"
"11/12/2023","20","39.0"
"11/12/2023","21","26.2"
"11/12/2023","22","24.8"
"11/12/2023","23","33.9"
"12/12/2023","0","42.7"
"12/12/2023","1","56.7"
"12/12/2023","2","224.0"
"12/12/2023","3","271.8"
"12/12/2023","4","142.0"
"12/12/2023","5","160.2"
"12/12/2023","6","374.6"
"12/12/2023","7","594.1"
"12/12/2023","8","358.9"
"12/12/2023","9","88.8"
"12/12/2023","10","84.3"
"12/12/2023","11","86.8"
"12/12/2023","12","117.5"
"12/12/2023","13","39.0"
"12/12/2023","14","103.5"
"12/12/2023","15","216.6"
"12/12/2023","16","118.4"
"12/12/2023","17","59.0"
"12/12/2023","18","242.4"
"12/12/2023","19","25.4"
"12/12/2023","20","147.4"
"12/12/2023","21","26.2"
"12/12/2023","22","20.8"
"12/12/2023","23","33.9"
"13/12/2023","0","392.6"
"13/12/2023","1","255.0"
"13/12/2023","2","369.6"
"13/12/2023","3","217.4"
"13/12/2023","4","144.7"
"13/12/2023","5","160.2"
"13/12/2023","6","374.6"
"13/12/2023","7","594.1"
"13/12/2023","8","286.9"
"13/12/2023","9","333.3"
"13/12/2023","10","191.6"
"13/12/2023","11","60.7"
"13/12/2023","12","45.8"
"13/12/2023","13","40.4"
"13/12/2023","14","290.6"
"13/12/2023","15","266.1"
"13/12/2023","16","365.5"
"13/12/2023","17","61.2"
"13/12/2023","18","242.4"
"13/12/2023","19","19.4"
"13/12/2023","20","21.8"
"13/12/2023","21","26.2"
"13/12/2023","22","20.8"
"13/12/2023","23","33.9"
"14/12/2023","0","128.1"
"14/12/2023","1","305.0"
"14/12/2023","2","369.6"
"14/12/2023","3","241.2"
"14/12/2023","4","103.2"
"14/12/2023","5","160.2"
"14/12/2023","6","374.6"
"14/12/2023","7","108.5"
"14/12/2023","8","164.4"
"14/12/2023","9","333.3"
"14/12/2023","10","191.6"
"14/12/2023","11","42.9"
"14/12/2023","12","53.9"
"14/12/2023","13","23.2"
"14/12/2023","14","61.2"
"14/12/2023","15","266.1"
"14/12/2023","16","365.5"
"14/12/2023","17","59.0"
"14/12/2023","18","242.4"
"14/12/2023","19","12.5"
"14/12/2023","20","61.0"
"14/12/2023","21","26.2"
"14/12/2023","22","46.4"
"14/12/2023","23","147.8"
"15/12/2023","0",""
"15/12/2023","1",""
"15/12/2023","2",""
"15/12/2023","3",""
"15/12/2023","4",""
"15/12/2023","5",""
"15/12/2023","6",""
"15/12/2023","7",""
"15/12/2023","8",""
"15/12/2023","9",""
"15/12/2023","10",""
"15/12/2023","11",""
"15/12/2023","12",""
"15/12/2023","13",""
"15/12/2023","14",""
"15/12/2023","15",""
"15/12/2023","16",""
"15/12/2023","17",""
"15/12/2023","18",""
"15/12/2023","19",""
"15/12/2023","20",""
"15/12/2023","21",""
"15/12/2023","22",""
"15/12/2023","23",""
