"Fecha","Hora","MP10 (µg/m³N)"
"01/12/2023","13","19.0"
"01/12/2023","14","203.4"
"01/12/2023","15","186.3"
"01/12/2023","16","255.8"
"01/12/2023","17","41.3"
"01/12/2023","18","169.7"
"01/12/2023","19","19.4"
"01/12/2023","20","36.3"
"01/12/2023","21","97.8"
"01/12/2023","22","69.9"
"01/12/2023","23","67.2"
"02/12/2023","0","147.8"
"02/12/2023","1","689.6"
"02/12/2023","2","295.3"
"02/12/2023","3","242.7"
"02/12/2023","4","231.9"
"02/12/2023","5","185.4"
"02/12/2023","6","561.8"
"02/12/2023","7","457.3"
"02/12/2023","8","296.6"
"02/12/2023","9","500.0"
"02/12/2023","10","287.4"
"02/12/2023","11","67.9"
"02/12/2023","12","32.4"
"02/12/2023","13","39.9"
"02/12/2023","14","203.4"
"02/12/2023","15","186.3"
"02/12/2023","16","77.0"
"02/12/2023","17","41.3"
"02/12/2023","18","169.7"
"02/12/2023","19","41.4"
"02/12/2023","20","36.3"
"02/12/2023","21","97.8"
"02/12/2023","22","69.9"
"02/12/2023","23","67.2"
"03/12/2023","0","201.3"
"03/12/2023","1","689.6"
"03/12/2023","2","214.0"
"03/12/2023","3","156.3"
"03/12/2023","4","292.7"
"03/12/2023","5","240.4"
"03/12/2023","6","225.8"
"03/12/2023","7","344.7"
"03/12/2023","8","646.5"
"03/12/2023","9","500.0"
"03/12/2023","10","287.4"
"03/12/2023","11","35.7"
"03/12/2023","12","32.4"
"03/12/2023","13","229.0"
"03/12/2023","14","203.4"
"03/12/2023","15","186.3"
"03/12/2023","16","77.0"
"03/12/2023","17","41.3"
"03/12/2023","18","169.7"
"03/12/2023","19","42.5"
"03/12/2023","20","71.6"
"03/12/2023","21","97.8"
"03/12/2023","22","132.9"
"03/12/2023","23","229.8"
"04/12/2023","0","147.8"
"04/12/2023","1","689.6"
"04/12/2023","2","214.0"
"04/12/2023","3","522.6"
"04/12/2023","4","231.9"
"04/12/2023","5","185.4"
"04/12/2023","6","888.0"
"04/12/2023","7","724.8"
"04/12/2023","8","261.6"
"04/12/2023","9","500.0"
"04/12/2023","10","287.4"
"04/12/2023","11","67.9"
"04/12/2023","12","32.4"
"04/12/2023","13","39.9"
"04/12/2023","14","203.4"
"04/12/2023","15","186.3"
"04/12/2023","16","77.0"
"04/12/2023","17","41.3"
"04/12/2023","18","169.7"
"04/12/2023","19","19.4"
"04/12/2023","20","49.1"
"04/12/2023","21","97.8"
"04/12/2023","22","69.9"
"04/12/2023","23","330.8"
"05/12/2023","0","201.3"
"05/12/2023","1","130.5"
"05/12/2023","2","295.3"
"05/12/2023","3","136.3"
"05/12/2023","4","120.0"
"05/12/2023","5","185.4"
"05/12/2023","6","298.2"
"05/12/2023","7","197.6"
"05/12/2023","8","296.6"
"05/12/2023","9","224.7"
"05/12/2023","10","104.2"
"05/12/2023","11","52.4"
"05/12/2023","12","68.0"
"05/12/2023","13","19.0"
"05/12/2023","14","40.4"
"05/12/2023","15","186.3"
"05/12/2023","16","77.0"
"05/12/2023","17","41.3"
"05/12/2023","18","169.7"
"05/12/2023","19","41.4"
"05/12/2023","20","36.3"
"05/12/2023","21","97.8"
"05/12/2023","22","69.9"
"05/12/2023","23","67.2"
"06/12/2023","0","681.0"
"06/12/2023","1","744.0"
"06/12/2023","2","214.0"
"06/12/2023","3","361.9"
"06/12/2023","4","292.7"
"06/12/2023","5","240.4"
"06/12/2023","6","561.8"
"06/12/2023","7","923.7"
"06/12/2023","8","557.7"
"06/12/2023","9","506.0"
"06/12/2023","10","287.4"
"06/12/2023","11","35.7"
"06/12/2023","12","32.4"
"06/12/2023","13","129.3"
"06/12/2023","14","203.4"
"06/12/2023","15","186.3"
"06/12/2023","16","276.6"
"06/12/2023","17","41.3"
"06/12/2023","18","169.7"
"06/12/2023","19","49.0"
"06/12/2023","20","49.1"
"06/12/2023","21","97.8"
"06/12/2023","22","132.9"
"06/12/2023","23","229.8"
"07/12/2023","0","147.8"
"07/12/2023","1","744.0"
"07/12/2023","2","214.0"
"07/12/2023","3","242.7"
"07/12/2023","4","202.5"
"07/12/2023","5","240.4"
"07/12/2023","6","353.8"
"07/12/2023","7","294.4"
"07/12/2023","8","646.5"
"07/12/2023","9","506.0"
"07/12/2023","10","287.4"
"07/12/2023","11","72.3"
"07/12/2023","12","32.4"
"07/12/2023","13","129.3"
"07/12/2023","14","203.4"
"07/12/2023","15","186.3"
"07/12/2023","16","255.8"
"07/12/2023","17","41.3"
"07/12/2023","18","169.7"
"07/12/2023","19","49.0"
"07/12/2023","20","49.1"
"07/12/2023","21","97.8"
"07/12/2023","22","87.6"
"07/12/2023","23","67.2"
"08/12/2023","0","134.2"
"08/12/2023","1","496.0"
"08/12/2023","2","142.7"
"08/12/2023","3","241.2"
"08/12/2023","4","135.0"
"08/12/2023","5","160.2"
"08/12/2023","6","374.6"
"08/12/2023","7","229.8"
"08/12/2023","8","197.7"
"08/12/2023","9","333.3"
"08/12/2023","10","191.6"
"08/12/2023","11","60.7"
"08/12/2023","12","30.2"
"08/12/2023","13","42.8"
"08/12/2023","14","290.6"
"08/12/2023","15","266.1"
"08/12/2023","16","365.5"
"08/12/2023","17","59.0"
"08/12/2023","18","242.4"
"08/12/2023","19","60.7"
"08/12/2023","20","39.0"
"08/12/2023","21","65.2"
"08/12/2023","22","46.6"
"08/12/2023","23","398.2"
"09/12/2023","0","178.6"
"09/12/2023","1","496.0"
"09/12/2023","2","125.8"
"09/12/2023","3","294.3"
"09/12/2023","4","135.0"
"09/12/2023","5","123.6"
"09/12/2023","6","374.6"
"09/12/2023","7","615.8"
"09/12/2023","8","431.0"
"09/12/2023","9","333.3"
"09/12/2023","10","191.6"
"09/12/2023","11","97.0"
"09/12/2023","12","46.3"
"09/12/2023","13","27.2"
"09/12/2023","14","49.3"
"09/12/2023","15","266.1"
"09/12/2023","16","365.5"
"09/12/2023","17","59.0"
"09/12/2023","18","242.4"
"09/12/2023","19","60.7"
"09/12/2023","20","51.9"
"09/12/2023","21","65.2"
"09/12/2023","22","46.6"
"09/12/2023","23","84.0"
"10/12/2023","0","98.5"
"10/12/2023","1","459.7"
"10/12/2023","2","196.9"
"10/12/2023","3","348.4"
"10/12/2023","4","135.0"
"10/12/2023","5","333.3"
"10/12/2023","6","150.6"
"10/12/2023","7","229.8"
"10/12/2023","8","197.7"
"10/12/2023","9","92.4"
"10/12/2023","10","191.6"
"10/12/2023","11","97.0"
"10/12/2023","12","46.3"
"10/12/2023","13","27.8"
"10/12/2023","14","49.3"
"10/12/2023","15","266.1"
"10/12/2023","16","365.5"
"10/12/2023","17","59.0"
"10/12/2023","18","242.4"
"10/12/2023","19","28.6"
"10/12/2023","20","70.2"
"10/12/2023","21","65.2"
"10/12/2023","22","52.5"
"10/12/2023","23","153.2"
"11/12/2023","0","98.5"
"11/12/2023","1","496.0"
"11/12/2023","2","303.6"
"11/12/2023","3","348.4"
"11/12/2023","4","154.6"
"11/12/2023","5","123.6"
"11/12/2023","6","374.6"
"11/12/2023","7","127.2"
"11/12/2023","8","335.0"
"11/12/2023","9","92.4"
"11/12/2023","10","191.6"
"11/12/2023","11","97.0"
"11/12/2023","12","30.2"
"11/12/2023","13","27.2"
"11/12/2023","14","49.3"
"11/12/2023","15","266.1"
"11/12/2023","16","365.5"
"11/12/2023","17","59.0"
"11/12/2023","18","242.4"
"11/12/2023","19","52.7"
"11/12/2023","20","51.9"
"11/12/2023","21","26.2"
"11/12/2023","22","24.8"
"11/12/2023","23","76.6"
"12/12/2023","0","70.8"
"12/12/2023","1","56.7"
"12/12/2023","2","36.2"
"12/12/2023","3","146.2"
"12/12/2023","4","83.2"
"12/12/2023","5","123.6"
"12/12/2023","6","374.6"
"12/12/2023","7","594.1"
"12/12/2023","8","358.9"
"12/12/2023","9","149.8"
"12/12/2023","10","84.3"
"12/12/2023","11","86.8"
"12/12/2023","12","117.5"
"12/12/2023","13","39.0"
"12/12/2023","14","290.6"
"12/12/2023","15","216.6"
"12/12/2023","16","110.0"
"12/12/2023","17","59.0"
"12/12/2023","18","242.4"
"12/12/2023","19","28.6"
"12/12/2023","20","51.9"
"12/12/2023","21","65.2"
"12/12/2023","22","58.4"
"12/12/2023","23","44.8"
"13/12/2023","0","107.4"
"13/12/2023","1","179.3"
"13/12/2023","2","323.2"
"13/12/2023","3","161.8"
"13/12/2023","4","135.0"
"13/12/2023","5","160.2"
"13/12/2023","6","374.6"
"13/12/2023","7","229.8"
"13/12/2023","8","431.0"
"13/12/2023","9","217.0"
"13/12/2023","10","191.6"
"13/12/2023","11","55.2"
"13/12/2023","12","38.4"
"13/12/2023","13","27.2"
"13/12/2023","14","49.3"
"13/12/2023","15","266.1"
"13/12/2023","16","365.5"
"13/12/2023","17","90.2"
"13/12/2023","18","242.4"
"13/12/2023","19","69.7"
"13/12/2023","20","70.2"
"13/12/2023","21","65.2"
"13/12/2023","22","58.4"
"13/12/2023","23","87.7"
"14/12/2023","0","98.5"
"14/12/2023","1","496.0"
"14/12/2023","2","142.7"
"14/12/2023","3","161.8"
"14/12/2023","4","135.0"
"14/12/2023","5","241.2"
"14/12/2023","6","263.3"
"14/12/2023","7","229.8"
"14/12/2023","8","531.7"
"14/12/2023","9","173.8"
"14/12/2023","10","191.6"
"14/12/2023","11","55.2"
"14/12/2023","12","46.3"
"14/12/2023","13","27.8"
"14/12/2023","14","65.2"
"14/12/2023","15","96.7"
"14/12/2023","16","365.5"
"14/12/2023","17","61.2"
"14/12/2023","18","242.4"
"14/12/2023","19","28.6"
"14/12/2023","20","70.2"
"14/12/2023","21","65.2"
"14/12/2023","22","119.2"
"14/12/2023","23","153.2"
"15/12/2023","0",""
"15/12/2023","1",""
"15/12/2023","2",""
"15/12/2023","3",""
"15/12/2023","4",""
"15/12/2023","5",""
"15/12/2023","6",""
"15/12/2023","7",""
"15/12/2023","8",""
"15/12/2023","9",""
"15/12/2023","10",""
"15/12/2023","11",""
"15/12/2023","12",""
"15/12/2023","13",""
"15/12/2023","14",""
"15/12/2023","15",""
"15/12/2023","16",""
"15/12/2023","17",""
"15/12/2023","18",""
"15/12/2023","19",""
"15/12/2023","20",""
"15/12/2023","21",""
"15/12/2023","22",""
"15/12/2023","23",""
