Fecha,Hora,MP10_Campamento_Pronosticada,MP10_Campamento_Continua,MP10_Sierra_Gorda_Pronosticada,MP10_Sierra_Gorda_Continua,Velocidad_viento_Campamento_Pronosticada,Velocidad_viento_Campamento_Continua,Velocidad_viento_Sierra_Gorda_Pronosticada,Velocidad_viento_Sierra_Gorda_Continua
01/07/2024,10,191.6,101.3,191.6,61.2,3.0,1.9,3.0,0.5
01/07/2024,11,60.7,112.9,60.7,41.0,5.3,2.1,4.6,2.3
01/07/2024,12,97.2,153.5,60.2,54.3,6.5,3.1,4.6,3.3
01/07/2024,13,53.4,64.7,42.8,21.3,7.3,3.6,4.9,4.1
01/07/2024,14,290.6,77.6,103.5,21.1,8.7,4.5,7.8,4.2
01/07/2024,15,216.6,43.5,216.6,17.0,8.9,5.0,8.5,4.8
01/07/2024,16,110.0,41.0,67.2,53.6,8.6,4.4,7.4,4.9
01/07/2024,17,84.6,186.0,84.6,69.1,7.6,4.0,7.9,4.7
01/07/2024,18,59.0,68.6,133.2,82.5,5.6,4.1,6.3,4.6
01/07/2024,19,46.2,33.5,12.5,62.4,4.0,5.6,3.6,5.2
01/07/2024,20,27.6,23.6,31.0,22.0,2.9,5.1,1.7,4.6
01/07/2024,21,39.0,7.3,49.5,11.9,0.7,3.3,1.4,3.0
01/07/2024,22,46.4,12.5,46.4,15.0,0.4,2.1,1.2,1.5
01/07/2024,23,56.6,41.5,33.9,15.3,2.7,1.1,1.6,0.8
01/08/2024,0,53.1,582.0,140.8,9.7,1.5,0.8,1.5,1.4
01/08/2024,1,255.0,306.3,158.5,81.0,3.0,1.6,1.8,1.7
01/08/2024,2,197.2,381.9,36.2,90.6,3.1,1.1,3.2,0.8
01/08/2024,3,93.6,454.5,33.3,84.2,2.2,1.5,2.8,0.2
01/08/2024,4,112.3,220.5,44.8,44.2,1.5,1.3,2.0,0.5
01/08/2024,5,123.6,214.6,43.7,73.0,1.5,0.6,1.9,0.7
01/08/2024,6,118.6,408.9,74.0,65.2,1.3,1.0,1.7,1.2
01/08/2024,7,131.8,246.2,103.3,140.8,1.3,0.9,1.2,1.4
01/08/2024,8,115.3,222.4,93.0,158.5,1.3,1.0,1.0,1.5
01/08/2024,9,123.4,170.4,115.8,134.9,2.2,1.2,1.4,0.8
01/08/2024,10,48.2,105.5,66.0,45.2,4.7,3.2,4.1,1.8
01/08/2024,11,99.0,86.9,60.7,0.8,5.7,5.2,4.6,3.5
01/08/2024,12,60.2,49.2,60.2,,5.1,4.3,4.6,4.2
01/08/2024,13,42.8,22.1,35.0,87.6,5.3,3.2,5.6,4.4
01/08/2024,14,103.5,13.3,89.8,71.3,7.9,3.9,7.7,3.6
01/08/2024,15,47.5,52.1,47.5,76.6,7.8,4.8,7.7,4.7
01/08/2024,16,69.3,58.2,67.2,125.5,7.0,4.5,7.4,4.8
01/08/2024,17,196.6,52.6,61.8,80.2,6.9,4.2,7.0,4.9
01/08/2024,18,59.0,78.9,47.2,90.3,5.8,4.1,6.6,5.3
01/08/2024,19,46.2,59.3,19.4,55.8,3.6,5.1,4.7,5.2
01/08/2024,20,8.7,36.3,8.4,38.6,0.7,4.1,1.8,3.3
01/08/2024,21,26.2,32.3,39.0,38.1,1.8,3.4,0.8,2.3
01/08/2024,22,87.8,30.9,108.7,49.8,2.0,1.8,1.1,1.3
01/08/2024,23,26.2,41.1,33.9,32.1,2.9,1.0,2.2,0.3
01/09/2024,0,28.4,40.9,28.4,39.4,2.8,0.9,2.7,0.9
01/09/2024,1,17.3,164.9,17.3,107.8,2.0,0.8,2.6,2.9
01/09/2024,2,30.8,278.9,30.8,35.2,1.6,1.3,1.6,1.9
01/09/2024,3,33.3,97.3,33.3,151.4,2.4,0.6,1.8,2.0
01/09/2024,4,44.8,179.7,44.8,69.3,2.3,1.9,1.6,3.2
01/09/2024,5,43.7,246.5,65.3,67.7,1.2,0.9,2.3,2.4
01/09/2024,6,74.0,248.3,58.7,119.9,1.5,0.6,1.9,2.0
01/09/2024,7,92.4,210.0,103.3,96.4,0.5,0.3,1.2,1.9
01/09/2024,8,143.8,200.6,143.8,99.2,1.8,0.9,1.9,1.3
01/09/2024,9,77.0,90.4,77.0,102.9,6.2,1.1,4.1,1.2
01/09/2024,10,78.2,69.4,78.2,43.7,6.4,2.8,3.8,2.8
01/09/2024,11,99.0,55.9,49.8,64.4,6.2,3.9,4.7,3.3
01/09/2024,12,45.3,40.6,45.3,73.0,6.1,4.4,4.8,3.3
01/09/2024,13,37.4,29.7,27.2,102.7,5.1,3.6,4.2,3.1
01/09/2024,14,48.8,53.3,89.8,62.0,3.6,4.3,7.3,3.7
01/09/2024,15,189.3,21.4,216.6,57.5,7.8,4.3,8.6,2.3
01/09/2024,16,425.5,18.3,67.2,28.9,8.5,3.9,8.1,3.0
01/09/2024,17,196.6,15.0,130.4,56.5,7.4,3.4,7.8,4.0
01/09/2024,18,55.9,43.7,92.0,70.0,5.9,5.1,6.0,4.5
01/09/2024,19,46.2,63.5,19.4,52.8,3.1,5.0,4.0,5.0
01/09/2024,20,27.6,40.1,27.6,47.4,1.9,5.6,1.8,4.4
01/09/2024,21,26.2,37.7,49.5,36.4,2.0,3.9,0.6,3.6
01/09/2024,22,186.6,53.5,137.0,45.4,3.9,2.5,2.0,1.0
01/09/2024,23,147.8,225.3,147.8,70.0,2.7,1.4,2.4,0.2
01/10/2024,0,70.8,187.0,80.0,58.5,3.0,1.1,2.3,1.3
01/10/2024,1,115.0,326.4,115.0,62.4,2.5,0.4,2.3,1.2
01/10/2024,2,36.2,495.2,36.2,36.9,2.2,0.8,2.4,1.6
01/10/2024,3,93.6,817.0,53.0,63.2,2.5,0.3,1.8,1.5
01/10/2024,4,83.2,292.6,112.3,60.4,2.2,0.4,1.3,1.2
01/10/2024,5,123.6,214.2,123.6,62.2,2.2,0.3,1.1,1.7
01/10/2024,6,184.2,267.4,282.2,36.9,1.5,0.7,1.7,1.1
01/10/2024,7,421.4,391.5,131.8,154.7,0.1,1.7,1.9,1.4
01/10/2024,8,425.4,272.7,462.2,274.5,1.5,0.9,1.0,2.5
01/10/2024,9,92.4,108.0,92.4,184.6,3.6,1.3,1.4,1.3
01/10/2024,10,48.2,94.3,75.4,118.9,4.3,2.4,2.3,1.0
01/10/2024,11,49.8,74.0,87.6,114.0,4.4,2.9,3.9,3.0
01/10/2024,12,53.0,,53.0,210.1,4.8,3.4,4.0,2.1
01/10/2024,13,49.0,,42.8,91.2,7.2,2.9,5.3,2.8
01/10/2024,14,103.5,65.2,89.8,91.5,8.5,3.5,7.3,3.4
01/10/2024,15,183.2,75.9,216.6,80.0,8.6,4.6,8.4,4.8
01/10/2024,16,69.3,135.8,425.5,129.9,8.3,5.0,8.5,5.1
01/10/2024,17,196.6,96.0,77.5,64.4,7.5,4.9,8.5,4.7
01/10/2024,18,55.9,152.5,92.0,90.0,5.9,2.8,6.2,4.5
01/10/2024,19,46.2,75.4,19.4,143.1,4.1,4.5,3.7,5.3
01/10/2024,20,27.6,52.8,27.6,47.2,2.3,4.5,1.2,3.9
01/10/2024,21,111.2,45.6,31.2,40.1,2.1,2.7,0.8,1.6
01/10/2024,22,87.4,120.9,87.4,45.4,1.8,2.6,1.8,1.1
01/10/2024,23,33.9,101.7,33.9,59.2,3.3,4.4,2.2,3.9
01/11/2024,0,80.0,94.3,80.0,81.2,2.6,2.5,2.6,4.0
01/11/2024,1,115.0,98.9,115.0,133.6,2.5,1.7,2.0,2.3
01/11/2024,2,36.2,98.9,36.2,125.5,1.9,0.8,1.7,0.9
01/11/2024,3,90.9,185.7,90.9,51.6,2.0,1.1,1.6,1.7
01/11/2024,4,83.2,280.0,44.8,36.0,1.9,1.6,1.9,2.5
01/11/2024,5,123.6,97.9,43.7,106.3,1.8,1.7,1.8,3.6
01/11/2024,6,184.2,317.1,74.0,112.6,1.5,0.8,2.1,3.0
01/11/2024,7,270.4,129.2,131.8,175.1,0.5,0.5,1.8,3.2
01/11/2024,8,135.0,256.6,135.0,99.5,1.4,1.0,1.5,2.3
01/11/2024,9,146.8,150.5,92.4,121.6,2.7,2.1,1.3,1.8
01/11/2024,10,48.2,109.0,39.6,124.0,3.7,3.6,3.2,1.8
01/11/2024,11,60.7,55.0,60.7,137.6,5.3,2.9,4.4,2.5
01/11/2024,12,60.2,41.6,60.2,223.2,4.9,2.5,3.5,1.7
01/11/2024,13,57.0,48.6,53.4,155.3,6.3,3.2,7.3,2.9
01/11/2024,14,290.6,37.7,103.5,85.2,9.6,3.3,8.2,2.7
01/11/2024,15,183.2,28.9,216.6,103.4,9.5,3.8,8.6,3.8
01/11/2024,16,110.0,30.8,425.5,287.0,9.3,4.6,8.5,3.5
01/11/2024,17,147.0,86.9,130.4,284.0,7.7,3.5,7.6,4.7
01/11/2024,18,92.0,87.4,92.0,90.8,5.6,4.4,6.3,5.0
01/11/2024,19,46.2,58.6,42.7,55.3,4.4,5.4,4.8,5.0
01/11/2024,20,27.6,39.1,31.0,28.1,2.1,4.9,1.7,4.0
01/11/2024,21,26.2,26.9,32.3,20.6,1.3,3.9,1.7,3.1
01/11/2024,22,43.0,22.1,108.7,21.8,4.7,2.5,1.3,2.1
01/11/2024,23,26.2,29.6,26.2,35.2,3.1,3.0,1.8,1.9
01/12/2024,0,80.0,34.7,28.4,76.6,2.2,2.3,1.8,3.1
01/12/2024,1,115.0,239.8,17.3,64.9,2.0,1.9,2.3,2.0
01/12/2024,2,36.2,52.0,30.8,79.8,1.5,1.3,1.9,1.6
01/12/2024,3,53.0,74.2,33.3,64.7,2.0,1.4,2.1,2.4
01/12/2024,4,44.8,38.3,44.8,37.9,2.4,0.5,1.5,2.9
01/12/2024,5,43.7,168.2,91.7,19.9,2.7,0.4,0.5,3.1
01/12/2024,6,74.0,98.6,122.6,37.0,2.1,0.8,0.6,2.0
01/12/2024,7,146.4,131.6,146.4,60.5,0.9,0.4,1.0,0.4
01/12/2024,8,143.8,141.7,75.0,124.5,1.7,0.7,2.4,1.4
01/12/2024,9,54.6,124.8,54.6,158.2,3.4,2.2,3.7,2.4
01/12/2024,10,66.0,96.0,66.0,57.2,5.1,3.1,4.7,3.2
01/12/2024,11,63.4,76.6,63.4,108.0,5.7,3.5,5.7,3.1
01/12/2024,12,46.0,62.0,46.0,167.9,5.8,3.0,4.2,1.8
01/12/2024,13,35.0,63.7,35.0,100.7,7.1,3.7,5.5,2.6
01/12/2024,14,290.6,68.9,89.8,64.4,9.2,4.0,7.4,3.5
01/12/2024,15,183.2,51.3,64.1,73.9,10.0,3.9,6.5,3.6
01/12/2024,16,110.0,45.9,152.0,68.3,9.2,3.1,8.1,4.2
01/12/2024,17,238.2,190.2,59.0,266.2,8.1,3.5,6.6,3.7
01/12/2024,18,74.5,172.8,100.7,151.9,6.3,4.6,5.4,5.0
01/12/2024,19,77.4,78.8,19.4,63.2,3.5,4.8,3.6,5.1
01/12/2024,20,27.6,66.1,8.4,61.0,2.6,4.8,2.6,4.5
01/12/2024,21,26.2,35.7,65.4,36.6,2.0,3.5,1.9,2.9
01/12/2024,22,24.8,29.8,24.8,34.2,2.7,2.6,1.8,0.5
01/12/2024,23,33.9,,36.2,,2.1,,1.2,
01/13/2024,0,,,,,,,,
01/13/2024,1,,,,,,,,
01/13/2024,2,,,,,,,,
01/13/2024,3,,,,,,,,
01/13/2024,4,,,,,,,,
01/13/2024,5,,,,,,,,
01/13/2024,6,,,,,,,,
01/13/2024,7,,,,,,,,
01/13/2024,8,,,,,,,,
01/13/2024,9,,,,,,,,
01/13/2024,10,,,,,,,,
01/13/2024,11,,,,,,,,
01/13/2024,12,,,,,,,,
01/13/2024,13,,,,,,,,
01/13/2024,14,,,,,,,,
01/13/2024,15,,,,,,,,
01/13/2024,16,,,,,,,,
01/13/2024,17,,,,,,,,
01/13/2024,18,,,,,,,,
01/13/2024,19,,,,,,,,
01/13/2024,20,,,,,,,,
01/13/2024,21,,,,,,,,
01/13/2024,22,,,,,,,,
01/13/2024,23,,,,,,,,
