"Fecha","Hora","MP10 (Âµg/mÂ³N)"
"01/12/2023","11","125.2"
"01/12/2023","12","164.5"
"01/12/2023","13","100.2"
"01/12/2023","14","65.4"
"01/12/2023","15","42.2"
"01/12/2023","16","154.3"
"01/12/2023","17","104.6"
"01/12/2023","18","74.9"
"01/12/2023","19","72.7"
"01/12/2023","20","37.9"
"01/12/2023","21","45.9"
"01/12/2023","22","32.8"
"01/12/2023","23","54.3"
"02/12/2023","0","33.0"
"02/12/2023","1","62.7"
"02/12/2023","2","101.9"
"02/12/2023","3","97.8"
"02/12/2023","4","71.8"
"02/12/2023","5","43.0"
"02/12/2023","6","55.1"
"02/12/2023","7","79.0"
"02/12/2023","8","227.8"
"02/12/2023","9","217.7"
"02/12/2023","10","54.5"
"02/12/2023","11","101.6"
"02/12/2023","12","115.0"
"02/12/2023","13","56.0"
"02/12/2023","14","45.4"
"02/12/2023","15","63.2"
"02/12/2023","16","112.6"
"02/12/2023","17","85.1"
"02/12/2023","18","92.2"
"02/12/2023","19","109.2"
"02/12/2023","20","45.2"
"02/12/2023","21","50.3"
"02/12/2023","22","28.9"
"02/12/2023","23","30.1"
"03/12/2023","0","48.9"
"03/12/2023","1","28.9"
"03/12/2023","2","38.4"
"03/12/2023","3","82.7"
"03/12/2023","4","25.2"
"03/12/2023","5","13.4"
"03/12/2023","6","41.3"
"03/12/2023","7","119.6"
"03/12/2023","8","83.2"
"03/12/2023","9","96.6"
"03/12/2023","10","161.8"
"03/12/2023","11","88.3"
"03/12/2023","12","59.2"
"03/12/2023","13","30.3"
"03/12/2023","14","25.2"
"03/12/2023","15","22.8"
"03/12/2023","16","51.8"
"03/12/2023","17","49.9"
"03/12/2023","18","50.1"
"03/12/2023","19","62.9"
"03/12/2023","20","34.2"
"03/12/2023","21","24.7"
"03/12/2023","22","32.3"
"03/12/2023","23","23.3"
"04/12/2023","0","60.0"
"04/12/2023","1","67.6"
"04/12/2023","2","39.9"
"04/12/2023","3","40.4"
"04/12/2023","4","26.5"
"04/12/2023","5","48.7"
"04/12/2023","6","52.6"
"04/12/2023","7","164.1"
"04/12/2023","8","260.1"
"04/12/2023","9","195.6"
"04/12/2023","10","62.0"
"04/12/2023","11","33.0"
"04/12/2023","12","94.4"
"04/12/2023","13","102.9"
"04/12/2023","14","45.0"
"04/12/2023","15","63.2"
"04/12/2023","16","206.6"
"04/12/2023","17","104.1"
"04/12/2023","18","77.3"
"04/12/2023","19","49.6"
"04/12/2023","20","33.5"
"04/12/2023","21","44.7"
"04/12/2023","22","34.9"
"04/12/2023","23","61.0"
"05/12/2023","0","46.9"
"05/12/2023","1","67.1"
"05/12/2023","2","104.8"
"05/12/2023","3","54.0"
"05/12/2023","4","100.9"
"05/12/2023","5","51.9"
"05/12/2023","6","101.7"
"05/12/2023","7","263.5"
"05/12/2023","8","208.5"
"05/12/2023","9","160.9"
"05/12/2023","10","107.5"
"05/12/2023","11","193.4"
"05/12/2023","12","112.4"
"05/12/2023","13","51.4"
"05/12/2023","14","0.9"
"05/12/2023","15",""
"05/12/2023","16","0.9"
"05/12/2023","17","0.9"
"05/12/2023","18","0.9"
"05/12/2023","19","6.0"
"05/12/2023","20","4.3"
"05/12/2023","21","0.9"
"05/12/2023","22","0.9"
"05/12/2023","23","0.9"
"06/12/2023","0","0.9"
"06/12/2023","1","0.9"
"06/12/2023","2","0.9"
"06/12/2023","3","0.9"
"06/12/2023","4","0.9"
"06/12/2023","5","0.9"
"06/12/2023","6","0.9"
"06/12/2023","7","0.9"
"06/12/2023","8","0.9"
"06/12/2023","9","0.8"
"06/12/2023","10","0.9"
"06/12/2023","11","0.9"
"06/12/2023","12","0.9"
"06/12/2023","13","0.9"
"06/12/2023","14","0.9"
"06/12/2023","15","0.9"
"06/12/2023","16","0.9"
"06/12/2023","17","0.9"
"06/12/2023","18","0.9"
"06/12/2023","19","0.9"
"06/12/2023","20","0.9"
"06/12/2023","21","1.1"
"06/12/2023","22","3.8"
"06/12/2023","23","0.9"
"07/12/2023","0","0.9"
"07/12/2023","1","0.9"
"07/12/2023","2","0.9"
"07/12/2023","3","0.9"
"07/12/2023","4","0.9"
"07/12/2023","5","1.0"
"07/12/2023","6","1.0"
"07/12/2023","7","0.9"
"07/12/2023","8","0.9"
"07/12/2023","9","0.9"
"07/12/2023","10","0.9"
"07/12/2023","11","0.9"
"07/12/2023","12","0.9"
"07/12/2023","13","0.9"
"07/12/2023","14","1.8"
"07/12/2023","15","3.1"
"07/12/2023","16","0.9"
"07/12/2023","17","0.9"
"07/12/2023","18","0.9"
"07/12/2023","19","0.9"
"07/12/2023","20","0.9"
"07/12/2023","21","0.9"
"07/12/2023","22","0.9"
"07/12/2023","23","0.9"
"08/12/2023","0","0.9"
"08/12/2023","1","0.9"
"08/12/2023","2","0.9"
"08/12/2023","3","0.9"
"08/12/2023","4","0.9"
"08/12/2023","5","0.9"
"08/12/2023","6","0.9"
"08/12/2023","7","0.9"
"08/12/2023","8","0.9"
"08/12/2023","9","0.8"
"08/12/2023","10",""
"08/12/2023","11",""
"08/12/2023","12","126.7"
"08/12/2023","13","90.5"
"08/12/2023","14","21.5"
"08/12/2023","15","25.2"
"08/12/2023","16","92.5"
"08/12/2023","17","24.7"
"08/12/2023","18","41.5"
"08/12/2023","19","47.6"
"08/12/2023","20","32.3"
"08/12/2023","21","17.2"
"08/12/2023","22","15.2"
"08/12/2023","23","213.6"
"09/12/2023","0","111.3"
"09/12/2023","1","79.2"
"09/12/2023","2","51.8"
"09/12/2023","3","34.0"
"09/12/2023","4","62.5"
"09/12/2023","5","72.7"
"09/12/2023","6","18.4"
"09/12/2023","7","138.5"
"09/12/2023","8","192.1"
"09/12/2023","9","143.6"
"09/12/2023","10","60.9"
"09/12/2023","11","110.1"
"09/12/2023","12","32.8"
"09/12/2023","13","23.7"
"09/12/2023","14","10.9"
"09/12/2023","15","24.7"
"09/12/2023","16","45.6"
"09/12/2023","17","42.5"
"09/12/2023","18","110.6"
"09/12/2023","19","54.7"
"09/12/2023","20","17.2"
"09/12/2023","21","25.2"
"09/12/2023","22","20.8"
"09/12/2023","23","33.0"
"10/12/2023","0","41.0"
"10/12/2023","1","80.3"
"10/12/2023","2","53.5"
"10/12/2023","3","71.0"
"10/12/2023","4","182.3"
"10/12/2023","5","79.0"
"10/12/2023","6","82.0"
"10/12/2023","7","133.9"
"10/12/2023","8","123.2"
"10/12/2023","9","110.3"
"10/12/2023","10","67.0"
"10/12/2023","11","137.0"
"10/12/2023","12","172.6"
"10/12/2023","13","152.6"
"10/12/2023","14","94.4"
"10/12/2023","15","28.6"
"10/12/2023","16","54.2"
"10/12/2023","17","197.0"
"10/12/2023","18","172.6"
"10/12/2023","19","80.2"
"10/12/2023","20","32.5"
"10/12/2023","21","30.3"
"10/12/2023","22","48.6"
"10/12/2023","23","108.0"
"11/12/2023","0","86.6"
"11/12/2023","1","53.8"
"11/12/2023","2","49.9"
"11/12/2023","3","28.2"
"11/12/2023","4","18.9"
"11/12/2023","5","23.3"
"11/12/2023","6","37.4"
"11/12/2023","7","76.8"
"11/12/2023","8","181.4"
"11/12/2023","9","138.5"
"11/12/2023","10","58.2"
"11/12/2023","11","61.2"
"11/12/2023","12","53.3"
"11/12/2023","13","81.4"
"11/12/2023","14","71.0"
"11/12/2023","15","59.7"
"11/12/2023","16","205.6"
"11/12/2023","17","87.1"
"11/12/2023","18","57.2"
"11/12/2023","19","33.5"
"11/12/2023","20","45.7"
"11/12/2023","21","30.5"
"11/12/2023","22","37.6"
"11/12/2023","23","23.2"
"12/12/2023","0","53.0"
"12/12/2023","1","7.0"
"12/12/2023","2","30.0"
"12/12/2023","3","26.2"
"12/12/2023","4","70.2"
"12/12/2023","5","39.1"
"12/12/2023","6","28.8"
"12/12/2023","7","207.8"
"12/12/2023","8","210.5"
"12/12/2023","9","215.5"
"12/12/2023","10","131.3"
"12/12/2023","11","38.1"
"12/12/2023","12","42.5"
"12/12/2023","13","56.2"
"12/12/2023","14","23.0"
"12/12/2023","15","22.5"
"12/12/2023","16","50.5"
"12/12/2023","17","227.3"
"12/12/2023","18","145.5"
"12/12/2023","19","84.4"
"12/12/2023","20","53.0"
"12/12/2023","21","33.0"
"12/12/2023","22","15.5"
"12/12/2023","23","29.5"
"13/12/2023","0","112.3"
"13/12/2023","1","71.7"
"13/12/2023","2","62.4"
"13/12/2023","3","116.5"
"13/12/2023","4","179.0"
"13/12/2023","5","67.6"
"13/12/2023","6","98.5"
"13/12/2023","7","179.5"
"13/12/2023","8","225.8"
"13/12/2023","9","125.2"
"13/12/2023","10","251.7"
"13/12/2023","11","58.7"
"13/12/2023","12","60.2"
"13/12/2023","13","17.2"
"13/12/2023","14","101.6"
"13/12/2023","15","68.8"
"13/12/2023","16","77.0"
"13/12/2023","17","266.2"
"13/12/2023","18","156.5"
"13/12/2023","19","99.4"
"13/12/2023","20","71.7"
"13/12/2023","21","99.5"
"13/12/2023","22","142.6"
"13/12/2023","23","79.7"
"14/12/2023","0","45.9"
"14/12/2023","1","84.1"
"14/12/2023","2","55.7"
"14/12/2023","3","45.4"
"14/12/2023","4","75.3"
"14/12/2023","5","42.2"
"14/12/2023","6","42.5"
"14/12/2023","7","149.3"
"14/12/2023","8","107.5"
"14/12/2023","9","113.5"
"14/12/2023","10","123.0"
"14/12/2023","11","58.4"
"14/12/2023","12","108.0"
"14/12/2023","13","138.6"
"14/12/2023","14","125.2"
"14/12/2023","15","81.0"
"14/12/2023","16","49.4"
"14/12/2023","17","80.7"
"14/12/2023","18","76.6"
"14/12/2023","19","57.7"
"14/12/2023","20","33.5"
"14/12/2023","21","26.6"
"14/12/2023","22","22.3"
"14/12/2023","23","16.4"
"15/12/2023","0","19.8"
"15/12/2023","1","64.1"
"15/12/2023","2","23.2"
"15/12/2023","3","43.7"
"15/12/2023","4","50.8"
"15/12/2023","5","56.2"
"15/12/2023","6","33.5"
"15/12/2023","7","148.7"
"15/12/2023","8","197.5"
"15/12/2023","9","99.2"
"15/12/2023","10","51.5"
"15/12/2023","11","160.6"
"15/12/2023","12","59.4"
"15/12/2023","13","68.3"
"15/12/2023","14","114.3"
"15/12/2023","15","63.6"
"15/12/2023","16","93.9"
"15/12/2023","17",""
"15/12/2023","18",""
"15/12/2023","19",""
"15/12/2023","20",""
"15/12/2023","21",""
"15/12/2023","22",""
"15/12/2023","23",""
